chid,pid,purpose,firstclass,tickettype,whopaid,luggage,age,male,income,seasonalticket,oricanton,descanton,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
4345,671,3,1,1,1,0,3,1,3,0,2,1,92,72,60,34,78,20,0,64,48,2
4346,671,3,1,1,1,0,3,1,3,0,2,1,106,72,30,37,84,30,0,64,78,2
4347,671,3,1,1,1,0,3,1,3,0,2,1,92,60,60,37,84,30,0,80,60,2
4348,672,3,1,1,1,0,3,1,3,0,17,3,248,85,120,195,88,20,0,143,65,2
4349,672,3,1,1,1,0,3,1,3,0,17,3,224,85,30,192,84,10,0,143,84,2
4350,672,3,1,1,1,0,3,1,3,0,17,3,296,85,60,199,94,30,0,143,52,3
4351,672,3,1,1,1,0,3,1,3,0,17,3,224,71,30,195,84,20,0,88,52,3
4352,672,3,1,1,1,0,3,1,3,0,17,3,296,64,60,195,71,20,0,110,84,2
4353,672,3,1,1,1,0,3,1,3,0,17,3,248,64,120,192,78,10,0,110,52,3
4354,672,3,1,1,1,0,3,1,3,0,17,3,224,85,120,199,94,10,0,88,65,3
4355,672,3,1,1,1,0,3,1,3,0,17,3,224,64,30,199,74,30,0,110,65,3
4356,672,3,1,1,1,0,3,1,3,0,17,3,296,71,60,192,78,10,0,88,65,3
4357,673,3,1,1,1,0,3,1,3,0,22,1,240,110,120,93,118,30,0,180,140,2
4358,673,3,1,1,1,0,3,1,3,0,22,1,185,83,120,99,94,30,0,234,112,2
4359,673,3,1,1,1,0,3,1,3,0,22,1,240,83,120,107,105,20,0,144,112,3
4360,673,3,1,1,1,0,3,1,3,0,22,1,203,83,60,107,105,10,0,234,182,2
4361,673,3,1,1,1,0,3,1,3,0,22,1,203,92,120,107,105,30,0,144,182,3
4362,673,3,1,1,1,0,3,1,3,0,22,1,185,92,60,107,105,20,0,234,140,2
4363,673,3,1,1,1,0,3,1,3,0,22,1,185,110,60,99,127,10,0,180,112,2
4364,673,3,1,1,1,0,3,1,3,0,22,1,185,92,120,93,109,20,0,180,182,2
4365,673,3,1,1,1,0,3,1,3,0,22,1,203,110,30,107,146,20,0,180,182,2
4366,674,3,1,1,1,0,4,1,2,0,25,2,150,78,120,73,78,30,0,110,70,2
4367,674,3,1,1,1,0,4,1,2,0,25,2,121,58,120,76,65,30,0,143,56,2
4368,674,3,1,1,1,0,4,1,2,0,25,2,150,58,120,80,68,20,0,88,56,2
4369,674,3,1,1,1,0,4,1,2,0,25,2,131,58,60,80,68,10,0,143,91,2
4370,674,3,1,1,1,0,4,1,2,0,25,2,131,65,120,80,71,30,0,88,91,2
4371,674,3,1,1,1,0,4,1,2,0,25,2,121,65,60,80,71,20,0,143,70,2
4372,674,3,1,1,1,0,4,1,2,0,25,2,121,78,60,76,81,10,0,110,56,2
4373,674,3,1,1,1,0,4,1,2,0,25,2,121,65,120,73,74,20,0,110,91,2
4374,674,3,1,1,1,0,4,1,2,0,25,2,131,78,30,80,90,20,0,110,91,2
4375,675,3,1,1,1,0,4,1,3,0,17,2,156,85,120,74,88,30,0,130,75,2
4376,675,3,1,1,1,0,4,1,3,0,17,2,120,64,120,77,74,30,0,169,60,2
4377,675,3,1,1,1,0,4,1,3,0,17,2,156,64,120,81,76,20,0,104,60,3
4378,675,3,1,1,1,0,4,1,3,0,17,2,132,64,60,81,76,10,0,169,97,2
4379,675,3,1,1,1,0,4,1,3,0,17,2,132,71,120,81,78,30,0,104,97,2
4380,675,3,1,1,1,0,4,1,3,0,17,2,120,71,60,81,78,20,0,169,75,2
4381,675,3,1,1,1,0,4,1,3,0,17,2,120,85,60,77,92,10,0,130,60,2
4382,675,3,1,1,1,0,4,1,3,0,17,2,120,71,120,74,84,20,0,130,97,2
4383,675,3,1,1,1,0,4,1,3,0,17,2,132,85,30,81,105,20,0,130,97,1
4384,676,3,1,1,1,0,4,1,3,0,22,12,197,101,120,142,105,20,0,208,160,2
4385,676,3,1,1,1,0,4,1,3,0,22,12,179,101,30,139,105,10,0,208,208,2
4386,676,3,1,1,1,0,4,1,3,0,22,12,234,101,60,146,112,30,0,208,128,2
4387,676,3,1,1,1,0,4,1,3,0,22,12,179,84,30,142,99,20,0,128,128,3
4388,676,3,1,1,1,0,4,1,3,0,22,12,234,76,60,142,84,20,0,160,208,2
4389,676,3,1,1,1,0,4,1,3,0,22,12,197,76,120,139,92,10,0,160,128,2
4390,676,3,1,1,1,0,4,1,3,0,22,12,179,101,120,146,112,10,0,128,160,3
4391,676,3,1,1,1,0,4,1,3,0,22,12,179,76,30,146,84,30,0,160,160,2
4392,676,3,1,1,1,0,4,1,3,0,22,12,234,84,60,139,92,10,0,128,160,2
4393,677,3,1,1,1,0,4,1,3,0,25,2,146,82,120,44,84,30,0,110,80,2
4394,677,3,1,1,1,0,4,1,3,0,25,2,114,61,120,49,71,30,0,143,64,2
4395,677,3,1,1,1,0,4,1,3,0,25,2,146,61,120,55,74,20,0,88,64,2
4396,677,3,1,1,1,0,4,1,3,0,25,2,125,61,60,55,74,10,0,143,104,2
4397,677,3,1,1,1,0,4,1,3,0,25,2,125,68,120,55,76,30,0,88,104,2
4398,677,3,1,1,1,0,4,1,3,0,25,2,114,68,60,55,76,20,0,143,80,2
4399,677,3,1,1,1,0,4,1,3,0,25,2,114,82,60,49,90,10,0,110,64,2
4400,677,3,1,1,1,0,4,1,3,0,25,2,114,68,120,44,78,20,0,110,104,2
4401,677,3,1,1,1,0,4,1,3,0,25,2,125,82,30,55,105,20,0,110,104,2
4402,678,3,1,1,1,0,4,1,3,0,25,13,297,90,30,180,97,10,0,180,104,3
4403,678,3,1,1,1,0,4,1,3,0,25,13,297,90,120,174,112,10,0,234,169,2
4404,678,3,1,1,1,0,4,1,3,0,25,13,297,81,30,169,105,20,0,234,130,2
4405,678,3,1,1,1,0,4,1,3,0,25,13,227,81,60,169,105,30,0,144,169,3
4406,678,3,1,1,1,0,4,1,3,0,25,13,250,90,30,169,105,30,0,234,104,2
4407,678,3,1,1,1,0,4,1,3,0,25,13,250,81,30,174,90,10,0,144,130,3
4408,678,3,1,1,1,0,4,1,3,0,25,13,250,108,60,169,112,20,0,144,104,3
4409,678,3,1,1,1,0,4,1,3,0,25,13,297,108,30,174,118,30,0,144,169,3
4410,678,3,1,1,1,0,4,1,3,0,25,13,250,90,60,174,112,30,0,180,130,2
4411,679,3,1,1,1,0,5,1,3,0,25,17,283,146,120,95,174,20,0,351,190,2
4412,679,3,1,1,1,0,5,1,3,0,25,17,257,146,30,84,165,10,0,351,247,2
4413,679,3,1,1,1,0,5,1,3,0,25,17,336,146,60,109,207,30,0,351,152,2
4414,679,3,1,1,1,0,5,1,3,0,25,17,257,122,30,95,178,20,0,216,152,2
4415,679,3,1,1,1,0,5,1,3,0,25,17,336,110,60,95,133,20,0,270,247,2
4416,679,3,1,1,1,0,5,1,3,0,25,17,283,110,120,84,165,10,0,270,152,2
4417,679,3,1,1,1,0,5,1,3,0,25,17,257,146,120,109,207,10,0,216,190,2
4418,679,3,1,1,1,0,5,1,3,0,25,17,257,110,30,109,137,30,0,270,190,2
4419,679,3,1,1,1,0,5,1,3,0,25,17,336,122,60,84,150,10,0,216,190,2
4420,680,3,1,1,1,0,3,1,2,0,20,10,273,90,30,197,97,10,0,170,84,3
4421,680,3,1,1,1,0,3,1,2,0,20,10,273,90,120,193,112,10,0,221,136,2
4422,680,3,1,1,1,0,3,1,2,0,20,10,273,81,30,190,105,20,0,221,105,3
4423,680,3,1,1,1,0,3,1,2,0,20,10,215,81,60,190,105,30,0,136,136,3
4424,680,3,1,1,1,0,3,1,2,0,20,10,234,90,30,190,105,30,0,221,84,3
4425,680,3,1,1,1,0,3,1,2,0,20,10,234,81,30,193,90,10,0,136,105,3
4426,680,3,1,1,1,0,3,1,2,0,20,10,234,108,60,190,112,20,0,136,84,3
4427,680,3,1,1,1,0,3,1,2,0,20,10,273,108,30,193,118,30,0,136,136,3
4428,680,3,1,1,1,0,3,1,2,0,20,10,234,90,60,193,112,30,0,170,105,2
4429,681,3,1,1,1,1,1,1,1,0,17,22,290,131,120,184,146,20,0,325,145,2
4430,681,3,1,1,1,1,1,1,1,0,17,22,266,131,30,178,140,10,0,325,188,2
4431,681,3,1,1,1,1,1,1,1,0,17,22,338,131,60,192,165,30,0,325,116,2
4432,681,3,1,1,1,1,1,1,1,0,17,22,266,109,30,184,146,20,0,200,116,1
4433,681,3,1,1,1,1,1,1,1,0,17,22,338,98,60,184,112,20,0,250,188,1
4434,681,3,1,1,1,1,1,1,1,0,17,22,290,98,120,178,133,10,0,250,116,1
4435,681,3,1,1,1,1,1,1,1,0,17,22,266,131,120,192,165,10,0,200,145,3
4436,681,3,1,1,1,1,1,1,1,0,17,22,266,98,30,192,118,30,0,250,145,2
4437,681,3,1,1,1,1,1,1,1,0,17,22,338,109,60,178,127,10,0,200,145,1
4438,682,3,1,1,1,1,3,1,2,0,1,25,214,131,120,85,146,20,0,299,150,2
4439,682,3,1,1,1,1,3,1,2,0,1,25,194,131,30,77,140,10,0,299,195,2
4440,682,3,1,1,1,1,3,1,2,0,1,25,255,131,60,95,174,30,0,299,120,2
4441,682,3,1,1,1,1,3,1,2,0,1,25,194,109,30,85,150,20,0,184,120,2
4442,682,3,1,1,1,1,3,1,2,0,1,25,255,98,60,85,112,20,0,230,195,2
4443,682,3,1,1,1,1,3,1,2,0,1,25,214,98,120,77,137,10,0,230,120,2
4444,682,3,1,1,1,1,3,1,2,0,1,25,194,131,120,95,174,10,0,184,150,3
4445,682,3,1,1,1,1,3,1,2,0,1,25,194,98,30,95,118,30,0,230,150,2
4446,682,3,1,1,1,1,3,1,2,0,1,25,255,109,60,77,127,10,0,184,150,2
4447,683,3,1,1,1,1,4,0,3,0,1,2,117,82,120,62,88,20,0,130,65,2
4448,683,3,1,1,1,1,4,0,3,0,1,2,105,82,30,59,84,10,0,130,84,2
4449,683,3,1,1,1,1,4,0,3,0,1,2,140,82,60,66,99,30,0,130,52,2
4450,683,3,1,1,1,1,4,0,3,0,1,2,105,68,30,62,88,20,0,80,52,3
4451,683,3,1,1,1,1,4,0,3,0,1,2,140,61,60,62,71,20,0,100,84,2
4452,683,3,1,1,1,1,4,0,3,0,1,2,117,61,120,59,84,10,0,100,52,3
4453,683,3,1,1,1,1,4,0,3,0,1,2,105,82,120,66,99,10,0,80,65,2
4454,683,3,1,1,1,1,4,0,3,0,1,2,105,61,30,66,74,30,0,100,65,3
4455,683,3,1,1,1,1,4,0,3,0,1,2,140,68,60,59,78,10,0,80,65,3
4456,684,3,1,1,1,1,4,1,2,0,18,2,274,97,30,177,105,10,0,170,84,3
4457,684,3,1,1,1,1,4,1,2,0,18,2,274,97,120,173,118,10,0,221,136,2
4458,684,3,1,1,1,1,4,1,2,0,18,2,274,87,30,170,109,20,0,221,105,2
4459,684,3,1,1,1,1,4,1,2,0,18,2,205,87,60,170,109,30,0,136,136,2
4460,684,3,1,1,1,1,4,1,2,0,18,2,228,97,30,170,109,30,0,221,84,2
4461,684,3,1,1,1,1,4,1,2,0,18,2,228,87,30,173,97,10,0,136,105,3
4462,684,3,1,1,1,1,4,1,2,0,18,2,228,116,60,170,118,20,0,136,84,3
4463,684,3,1,1,1,1,4,1,2,0,18,2,274,116,30,173,122,30,0,136,136,3
4464,684,3,1,1,1,1,4,1,2,0,18,2,228,97,60,173,118,30,0,170,105,3
4465,685,3,1,1,1,1,4,1,3,0,1,2,181,74,30,100,81,10,0,110,60,2
4466,685,3,1,1,1,1,4,1,3,0,1,2,181,74,120,96,94,10,0,143,97,2
4467,685,3,1,1,1,1,4,1,3,0,1,2,181,67,30,93,88,20,0,143,75,2
4468,685,3,1,1,1,1,4,1,3,0,1,2,136,67,60,93,88,30,0,88,97,3
4469,685,3,1,1,1,1,4,1,3,0,1,2,151,74,30,93,84,30,0,143,60,3
4470,685,3,1,1,1,1,4,1,3,0,1,2,151,67,30,96,76,10,0,88,75,3
4471,685,3,1,1,1,1,4,1,3,0,1,2,151,89,60,93,90,20,0,88,60,2
4472,685,3,1,1,1,1,4,1,3,0,1,2,181,89,30,96,94,30,0,88,97,3
4473,685,3,1,1,1,1,4,1,3,0,1,2,151,74,60,96,94,30,0,110,75,2
4474,686,3,1,1,1,1,5,1,3,0,17,25,300,134,120,115,146,30,0,300,160,2
4475,686,3,1,1,1,1,5,1,3,0,17,25,228,101,120,123,118,30,0,390,128,2
4476,686,3,1,1,1,1,5,1,3,0,17,25,300,101,120,133,122,20,0,240,128,3
4477,686,3,1,1,1,1,5,1,3,0,17,25,252,101,60,133,122,10,0,390,208,2
4478,686,3,1,1,1,1,5,1,3,0,17,25,252,112,120,133,127,30,0,240,208,3
4479,686,3,1,1,1,1,5,1,3,0,17,25,228,112,60,133,127,20,0,390,160,2
4480,686,3,1,1,1,1,5,1,3,0,17,25,228,134,60,123,150,10,0,300,128,3
4481,686,3,1,1,1,1,5,1,3,0,17,25,228,112,120,115,133,20,0,300,208,2
4482,686,3,1,1,1,1,5,1,3,0,17,25,252,134,30,133,178,20,0,300,208,2
4483,687,3,1,1,1,1,2,1,2,0,1,25,236,126,120,63,133,30,0,190,130,2
4484,687,3,1,1,1,1,2,1,2,0,1,25,182,94,120,71,109,30,0,247,104,2
4485,687,3,1,1,1,1,2,1,2,0,1,25,236,94,120,81,112,20,0,152,104,3
4486,687,3,1,1,1,1,2,1,2,0,1,25,200,94,60,81,112,10,0,247,169,2
4487,687,3,1,1,1,1,2,1,2,0,1,25,200,105,120,81,118,30,0,152,169,3
4488,687,3,1,1,1,1,2,1,2,0,1,25,182,105,60,81,118,20,0,247,130,2
4489,687,3,1,1,1,1,2,1,2,0,1,25,182,126,60,71,140,10,0,190,104,2
4490,687,3,1,1,1,1,2,1,2,0,1,25,182,105,120,63,122,20,0,190,169,2
4491,687,3,1,1,1,1,2,1,2,0,1,25,200,126,30,81,168,20,0,190,169,2
4492,688,3,1,1,1,1,3,1,3,0,1,22,276,92,30,132,105,10,0,170,124,2
4493,688,3,1,1,1,1,3,1,3,0,1,22,276,92,120,124,127,10,0,221,201,2
4494,688,3,1,1,1,1,3,1,3,0,1,22,276,83,30,118,118,20,0,221,155,2
4495,688,3,1,1,1,1,3,1,3,0,1,22,210,83,60,118,118,30,0,136,201,3
4496,688,3,1,1,1,1,3,1,3,0,1,22,232,92,30,118,109,30,0,221,124,2
4497,688,3,1,1,1,1,3,1,3,0,1,22,232,83,30,124,97,10,0,136,155,3
4498,688,3,1,1,1,1,3,1,3,0,1,22,232,110,60,118,118,20,0,136,124,3
4499,688,3,1,1,1,1,3,1,3,0,1,22,276,110,30,124,127,30,0,136,201,3
4500,688,3,1,1,1,1,3,1,3,0,1,22,232,92,60,124,127,30,0,170,155,2
4501,689,3,1,1,1,1,4,1,3,0,22,17,323,134,120,95,150,30,0,230,120,2
4502,689,3,1,1,1,1,4,1,3,0,22,17,245,101,120,104,122,30,0,299,96,2
4503,689,3,1,1,1,1,4,1,3,0,22,17,323,101,120,116,127,20,0,184,96,2
4504,689,3,1,1,1,1,4,1,3,0,22,17,271,101,60,116,127,10,0,299,156,2
4505,689,3,1,1,1,1,4,1,3,0,22,17,271,112,120,116,133,30,0,184,156,2
4506,689,3,1,1,1,1,4,1,3,0,22,17,245,112,60,116,133,20,0,299,120,2
4507,689,3,1,1,1,1,4,1,3,0,22,17,245,134,60,104,161,10,0,230,96,2
4508,689,3,1,1,1,1,4,1,3,0,22,17,245,112,120,95,137,20,0,230,156,2
4509,689,3,1,1,1,1,4,1,3,0,22,17,271,134,30,116,187,20,0,230,156,2
4510,690,3,1,1,2,0,2,1,2,0,2,1,119,60,30,50,71,10,0,90,40,3
4511,690,3,1,1,2,0,2,1,2,0,2,1,119,60,120,46,84,10,0,117,65,2
4512,690,3,1,1,2,0,2,1,2,0,2,1,119,54,30,43,81,20,0,117,50,3
4513,690,3,1,1,2,0,2,1,2,0,2,1,92,54,60,43,81,30,0,72,65,3
4514,690,3,1,1,2,0,2,1,2,0,2,1,101,60,30,43,76,30,0,117,40,3
4515,690,3,1,1,2,0,2,1,2,0,2,1,101,54,30,46,65,10,0,72,50,2
4516,690,3,1,1,2,0,2,1,2,0,2,1,101,72,60,43,81,20,0,72,40,3
4517,690,3,1,1,2,0,2,1,2,0,2,1,119,72,30,46,84,30,0,72,65,3
4518,690,3,1,1,2,0,2,1,2,0,2,1,101,60,60,46,84,30,0,90,50,3
4519,691,3,1,1,2,0,2,1,2,0,17,10,237,110,120,82,118,30,0,170,110,2
4520,691,3,1,1,2,0,2,1,2,0,17,10,183,83,120,88,94,30,0,221,88,2
4521,691,3,1,1,2,0,2,1,2,0,17,10,237,83,120,96,99,20,0,136,88,2
4522,691,3,1,1,2,0,2,1,2,0,17,10,201,83,60,96,99,10,0,221,143,2
4523,691,3,1,1,2,0,2,1,2,0,17,10,201,92,120,96,105,30,0,136,143,2
4524,691,3,1,1,2,0,2,1,2,0,17,10,183,92,60,96,105,20,0,221,110,2
4525,691,3,1,1,2,0,2,1,2,0,17,10,183,110,60,88,122,10,0,170,88,2
4526,691,3,1,1,2,0,2,1,2,0,17,10,183,92,120,82,109,20,0,170,143,2
4527,691,3,1,1,2,0,2,1,2,0,17,10,201,110,30,96,140,20,0,170,143,2
4528,692,3,1,1,2,0,2,1,2,0,22,1,172,106,120,64,122,20,0,221,105,2
4529,692,3,1,1,2,0,2,1,2,0,22,1,157,106,30,58,112,10,0,221,136,2
4530,692,3,1,1,2,0,2,1,2,0,22,1,202,106,60,72,140,30,0,221,84,2
4531,692,3,1,1,2,0,2,1,2,0,22,1,157,88,30,64,122,20,0,136,84,2
4532,692,3,1,1,2,0,2,1,2,0,22,1,202,79,60,64,92,20,0,170,136,2
4533,692,3,1,1,2,0,2,1,2,0,22,1,172,79,120,58,112,10,0,170,84,2
4534,692,3,1,1,2,0,2,1,2,0,22,1,157,106,120,72,140,10,0,136,105,2
4535,692,3,1,1,2,0,2,1,2,0,22,1,157,79,30,72,97,30,0,170,105,2
4536,692,3,1,1,2,0,2,1,2,0,22,1,202,88,60,58,105,10,0,136,105,2
4537,693,3,1,1,2,0,2,1,2,0,22,1,206,110,120,59,118,30,0,150,100,2
4538,693,3,1,1,2,0,2,1,2,0,22,1,157,83,120,65,97,30,0,195,80,2
4539,693,3,1,1,2,0,2,1,2,0,22,1,206,83,120,73,105,20,0,120,80,2
4540,693,3,1,1,2,0,2,1,2,0,22,1,173,83,60,73,105,10,0,195,130,2
4541,693,3,1,1,2,0,2,1,2,0,22,1,173,92,120,73,105,30,0,120,130,3
4542,693,3,1,1,2,0,2,1,2,0,22,1,157,92,60,73,105,20,0,195,100,2
4543,693,3,1,1,2,0,2,1,2,0,22,1,157,110,60,65,127,10,0,150,80,2
4544,693,3,1,1,2,0,2,1,2,0,22,1,157,92,120,59,109,20,0,150,130,2
4545,693,3,1,1,2,0,2,1,2,0,22,1,173,110,30,73,146,20,0,150,130,2
4546,694,3,1,1,2,0,2,1,3,0,1,22,221,126,120,113,140,20,0,260,120,2
4547,694,3,1,1,2,0,2,1,3,0,1,22,200,126,30,107,133,10,0,260,156,2
4548,694,3,1,1,2,0,2,1,3,0,1,22,263,126,60,121,161,30,0,260,96,2
4549,694,3,1,1,2,0,2,1,3,0,1,22,200,105,30,113,137,20,0,160,96,3
4550,694,3,1,1,2,0,2,1,3,0,1,22,263,94,60,113,109,20,0,200,156,2
4551,694,3,1,1,2,0,2,1,3,0,1,22,221,94,120,107,127,10,0,200,96,2
4552,694,3,1,1,2,0,2,1,3,0,1,22,200,126,120,121,161,10,0,160,120,3
4553,694,3,1,1,2,0,2,1,3,0,1,22,200,94,30,121,112,30,0,200,120,2
4554,694,3,1,1,2,0,2,1,3,0,1,22,263,105,60,107,122,10,0,160,120,3
4555,695,3,1,1,2,0,2,1,3,0,2,1,128,85,120,50,88,30,0,100,65,3
4556,695,3,1,1,2,0,2,1,3,0,2,1,98,64,120,53,74,30,0,130,52,2
4557,695,3,1,1,2,0,2,1,3,0,2,1,128,64,120,57,76,20,0,80,52,3
4558,695,3,1,1,2,0,2,1,3,0,2,1,108,64,60,57,76,10,0,130,84,2
4559,695,3,1,1,2,0,2,1,3,0,2,1,108,71,120,57,78,30,0,80,84,3
4560,695,3,1,1,2,0,2,1,3,0,2,1,98,71,60,57,78,20,0,130,65,2
4561,695,3,1,1,2,0,2,1,3,0,2,1,98,85,60,53,92,10,0,100,52,3
4562,695,3,1,1,2,0,2,1,3,0,2,1,98,71,120,50,84,20,0,100,84,2
4563,695,3,1,1,2,0,2,1,3,0,2,1,108,85,30,57,105,20,0,100,84,3
4564,696,3,1,1,2,0,2,1,3,0,2,17,160,97,120,110,105,20,0,195,95,2
4565,696,3,1,1,2,0,2,1,3,0,2,17,146,97,30,107,97,10,0,195,123,2
4566,696,3,1,1,2,0,2,1,3,0,2,17,189,97,60,114,112,30,0,195,76,2
4567,696,3,1,1,2,0,2,1,3,0,2,17,146,81,30,110,99,20,0,120,76,3
4568,696,3,1,1,2,0,2,1,3,0,2,17,189,73,60,110,81,20,0,150,123,3
4569,696,3,1,1,2,0,2,1,3,0,2,17,160,73,120,107,92,10,0,150,76,3
4570,696,3,1,1,2,0,2,1,3,0,2,17,146,97,120,114,112,10,0,120,95,3
4571,696,3,1,1,2,0,2,1,3,0,2,17,146,73,30,114,84,30,0,150,95,3
4572,696,3,1,1,2,0,2,1,3,0,2,17,189,81,60,107,90,10,0,120,95,3
4573,697,3,1,1,2,0,2,1,3,0,10,20,189,106,120,148,112,20,0,260,110,2
4574,697,3,1,1,2,0,2,1,3,0,10,20,173,106,30,145,109,10,0,260,143,2
4575,697,3,1,1,2,0,2,1,3,0,10,20,221,106,60,152,127,30,0,260,88,3
4576,697,3,1,1,2,0,2,1,3,0,10,20,173,88,30,148,109,20,0,160,88,3
4577,697,3,1,1,2,0,2,1,3,0,10,20,221,79,60,148,90,20,0,200,143,2
4578,697,3,1,1,2,0,2,1,3,0,10,20,189,79,120,145,105,10,0,200,88,2
4579,697,3,1,1,2,0,2,1,3,0,10,20,173,106,120,152,127,10,0,160,110,3
4580,697,3,1,1,2,0,2,1,3,0,10,20,173,79,30,152,92,30,0,200,110,1
4581,697,3,1,1,2,0,2,1,3,0,10,20,221,88,60,145,99,10,0,160,110,3
4582,698,3,1,1,2,0,2,1,3,0,17,23,372,131,120,196,140,30,0,210,130,2
4583,698,3,1,1,2,0,2,1,3,0,17,23,279,98,120,202,112,30,0,273,104,2
4584,698,3,1,1,2,0,2,1,3,0,17,23,372,98,120,210,118,20,0,168,104,3
4585,698,3,1,1,2,0,2,1,3,0,17,23,310,98,60,210,118,10,0,273,169,2
4586,698,3,1,1,2,0,2,1,3,0,17,23,310,109,120,210,122,30,0,168,169,2
4587,698,3,1,1,2,0,2,1,3,0,17,23,279,109,60,210,122,20,0,273,130,2
4588,698,3,1,1,2,0,2,1,3,0,17,23,279,131,60,202,146,10,0,210,104,3
4589,698,3,1,1,2,0,2,1,3,0,17,23,279,109,120,196,127,20,0,210,169,3
4590,698,3,1,1,2,0,2,1,3,0,17,23,310,131,30,210,165,20,0,210,169,2
4591,699,3,1,1,2,0,2,1,3,0,17,25,336,122,30,109,140,10,0,270,144,2
4592,699,3,1,1,2,0,2,1,3,0,17,25,336,122,120,95,178,10,0,351,234,2
4593,699,3,1,1,2,0,2,1,3,0,17,25,336,110,30,84,165,20,0,351,180,2
4594,699,3,1,1,2,0,2,1,3,0,17,25,257,110,60,84,165,30,0,216,234,2
4595,699,3,1,1,2,0,2,1,3,0,17,25,283,122,30,84,150,30,0,351,144,2
4596,699,3,1,1,2,0,2,1,3,0,17,25,283,110,30,95,133,10,0,216,180,2
4597,699,3,1,1,2,0,2,1,3,0,17,25,283,146,60,84,165,20,0,216,144,2
4598,699,3,1,1,2,0,2,1,3,0,17,25,336,146,30,95,174,30,0,216,234,2
4599,699,3,1,1,2,0,2,1,3,0,17,25,283,122,60,95,178,30,0,270,180,2
4600,700,3,1,1,2,0,2,1,3,0,22,1,178,94,120,97,94,30,0,140,75,2
4601,700,3,1,1,2,0,2,1,3,0,22,1,143,70,120,100,81,30,0,182,60,2
4602,700,3,1,1,2,0,2,1,3,0,22,1,178,70,120,104,84,20,0,112,60,3
4603,700,3,1,1,2,0,2,1,3,0,22,1,155,70,60,104,84,10,0,182,97,2
4604,700,3,1,1,2,0,2,1,3,0,22,1,155,78,120,104,84,30,0,112,97,3
4605,700,3,1,1,2,0,2,1,3,0,22,1,143,78,60,104,84,20,0,182,75,2
4606,700,3,1,1,2,0,2,1,3,0,22,1,143,94,60,100,99,10,0,140,60,2
4607,700,3,1,1,2,0,2,1,3,0,22,1,143,78,120,97,88,20,0,140,97,2
4608,700,3,1,1,2,0,2,1,3,0,22,1,155,94,30,104,112,20,0,140,97,2
4609,701,3,1,1,2,0,2,1,4,0,18,2,163,101,120,108,109,20,0,182,100,2
4610,701,3,1,1,2,0,2,1,4,0,18,2,148,101,30,105,109,10,0,182,130,2
4611,701,3,1,1,2,0,2,1,4,0,18,2,194,101,60,112,122,30,0,182,80,3
4612,701,3,1,1,2,0,2,1,4,0,18,2,148,84,30,108,109,20,0,112,80,3
4613,701,3,1,1,2,0,2,1,4,0,18,2,194,76,60,108,88,20,0,140,130,2
4614,701,3,1,1,2,0,2,1,4,0,18,2,163,76,120,105,99,10,0,140,80,3
4615,701,3,1,1,2,0,2,1,4,0,18,2,148,101,120,112,122,10,0,112,100,3
4616,701,3,1,1,2,0,2,1,4,0,18,2,148,76,30,112,90,30,0,140,100,3
4617,701,3,1,1,2,0,2,1,4,0,18,2,194,84,60,105,97,10,0,112,100,3
4618,702,3,1,1,2,0,3,1,2,0,2,17,230,88,30,88,97,10,0,150,76,2
4619,702,3,1,1,2,0,3,1,2,0,2,17,230,88,120,80,118,10,0,195,123,2
4620,702,3,1,1,2,0,3,1,2,0,2,17,230,79,30,74,112,20,0,195,95,2
4621,702,3,1,1,2,0,3,1,2,0,2,17,175,79,60,74,112,30,0,120,123,2
4622,702,3,1,1,2,0,3,1,2,0,2,17,193,88,30,74,105,30,0,195,76,2
4623,702,3,1,1,2,0,3,1,2,0,2,17,193,79,30,80,90,10,0,120,95,2
4624,702,3,1,1,2,0,3,1,2,0,2,17,193,106,60,74,112,20,0,120,76,3
4625,702,3,1,1,2,0,3,1,2,0,2,17,230,106,30,80,118,30,0,120,123,3
4626,702,3,1,1,2,0,3,1,2,0,2,17,193,88,60,80,118,30,0,150,95,2
4627,703,3,1,1,2,0,3,1,2,0,22,17,350,109,30,205,118,10,0,220,100,3
4628,703,3,1,1,2,0,3,1,2,0,22,17,350,109,120,197,140,10,0,286,162,2
4629,703,3,1,1,2,0,3,1,2,0,22,17,350,98,30,191,133,20,0,286,125,2
4630,703,3,1,1,2,0,3,1,2,0,22,17,265,98,60,191,133,30,0,176,162,3
4631,703,3,1,1,2,0,3,1,2,0,22,17,293,109,30,191,127,30,0,286,100,2
4632,703,3,1,1,2,0,3,1,2,0,22,17,293,98,30,197,112,10,0,176,125,3
4633,703,3,1,1,2,0,3,1,2,0,22,17,293,131,60,191,137,20,0,176,100,3
4634,703,3,1,1,2,0,3,1,2,0,22,17,350,131,30,197,146,30,0,176,162,3
4635,703,3,1,1,2,0,3,1,2,0,22,17,293,109,60,197,140,30,0,220,125,2
4636,704,3,1,1,2,0,3,1,3,0,1,2,150,71,30,80,78,10,0,110,60,3
4637,704,3,1,1,2,0,3,1,3,0,1,2,150,71,120,76,90,10,0,143,97,2
4638,704,3,1,1,2,0,3,1,3,0,1,2,150,64,30,73,84,20,0,143,75,2
4639,704,3,1,1,2,0,3,1,3,0,1,2,117,64,60,73,84,30,0,88,97,3
