chid,pid,purpose,firstclass,tickettype,whopaid,luggage,age,male,income,seasonalticket,oricanton,descanton,CO,HE,seats,TT,alt,match
5332,781,3,1,1,2,1,4,1,2,0,2,22,0.56,0.3,0,1.04,0,0
5332,781,3,1,1,2,1,4,1,2,0,2,22,0.74,0.2,2,0.59,1,1
5332,781,3,1,1,2,1,4,1,2,0,2,22,0.44,0,0,0.64,2,0
5333,781,3,1,1,2,1,4,1,2,0,2,22,0.5,0.6,0,1.34,0,0
5333,781,3,1,1,2,1,4,1,2,0,2,22,0.58,0.2,2,0.59,1,1
5333,781,3,1,1,2,1,4,1,2,0,2,22,0.71,0,0,0.8,2,0
5334,781,3,1,1,2,1,4,1,2,0,2,22,0.5,1.2,0,1.14,0,0
5334,781,3,1,1,2,1,4,1,2,0,2,22,0.71,0.1,2,0.56,1,1
5334,781,3,1,1,2,1,4,1,2,0,2,22,0.44,0,0,0.8,2,0
5335,781,3,1,1,2,1,4,1,2,0,2,22,0.67,1.2,0,1.04,0,0
5335,781,3,1,1,2,1,4,1,2,0,2,22,0.84,0.1,2,0.63,1,1
5335,781,3,1,1,2,1,4,1,2,0,2,22,0.55,0,0,0.64,2,0
5336,781,3,1,1,2,1,4,1,2,0,2,22,0.5,0.3,0,1.04,0,0
5336,781,3,1,1,2,1,4,1,2,0,2,22,0.6,0.3,2,0.63,1,1
5336,781,3,1,1,2,1,4,1,2,0,2,22,0.55,0,0,0.8,2,0
5337,781,3,1,1,2,1,4,1,2,0,2,22,0.56,0.6,0,1.34,0,0
5337,781,3,1,1,2,1,4,1,2,0,2,22,0.65,0.1,2,0.56,1,1
5337,781,3,1,1,2,1,4,1,2,0,2,22,0.55,0,0,0.64,2,0
5338,782,3,1,1,2,1,4,1,3,0,1,25,1.26,1.2,0,2.14,0,0
5338,782,3,1,1,2,1,4,1,3,0,1,25,1.46,0.2,2,0.85,1,0
5338,782,3,1,1,2,1,4,1,3,0,1,25,1.25,0,0,2.6,2,1
5339,782,3,1,1,2,1,4,1,3,0,1,25,1.26,0.3,0,1.94,0,0
5339,782,3,1,1,2,1,4,1,3,0,1,25,1.37,0.1,2,0.77,1,0
5339,782,3,1,1,2,1,4,1,3,0,1,25,1.62,0,0,2.6,2,1
5340,782,3,1,1,2,1,4,1,3,0,1,25,1.26,0.6,0,2.55,0,0
5340,782,3,1,1,2,1,4,1,3,0,1,25,1.68,0.3,2,0.95,1,0
5340,782,3,1,1,2,1,4,1,3,0,1,25,1,0,0,2.6,2,1
5341,782,3,1,1,2,1,4,1,3,0,1,25,1.05,0.3,0,1.94,0,0
5341,782,3,1,1,2,1,4,1,3,0,1,25,1.46,0.2,2,0.85,1,0
5341,782,3,1,1,2,1,4,1,3,0,1,25,1,0,0,1.6,2,1
5342,782,3,1,1,2,1,4,1,3,0,1,25,0.94,0.6,0,2.55,0,0
5342,782,3,1,1,2,1,4,1,3,0,1,25,1.09,0.2,2,0.85,1,0
5342,782,3,1,1,2,1,4,1,3,0,1,25,1.62,0,0,2,2,1
5343,782,3,1,1,2,1,4,1,3,0,1,25,0.94,1.2,0,2.14,0,0
5343,782,3,1,1,2,1,4,1,3,0,1,25,1.37,0.1,2,0.77,1,0
5343,782,3,1,1,2,1,4,1,3,0,1,25,1,0,0,2,2,1
5344,782,3,1,1,2,1,4,1,3,0,1,25,1.26,1.2,0,1.94,0,0
5344,782,3,1,1,2,1,4,1,3,0,1,25,1.68,0.1,2,0.95,1,0
5344,782,3,1,1,2,1,4,1,3,0,1,25,1.25,0,0,1.6,2,1
5345,782,3,1,1,2,1,4,1,3,0,1,25,0.94,0.3,0,1.94,0,0
5345,782,3,1,1,2,1,4,1,3,0,1,25,1.18,0.3,2,0.95,1,0
5345,782,3,1,1,2,1,4,1,3,0,1,25,1.25,0,0,2,2,1
5346,782,3,1,1,2,1,4,1,3,0,1,25,1.05,0.6,0,2.55,0,0
5346,782,3,1,1,2,1,4,1,3,0,1,25,1.27,0.1,2,0.77,1,0
5346,782,3,1,1,2,1,4,1,3,0,1,25,1.25,0,0,1.6,2,1
5347,783,3,1,1,2,1,4,1,3,0,2,1,0.68,0.3,0,1.38,0,1
5347,783,3,1,1,2,1,4,1,3,0,2,1,0.76,0.1,2,0.66,1,0
5347,783,3,1,1,2,1,4,1,3,0,2,1,0.48,0,0,0.9,2,0
5348,783,3,1,1,2,1,4,1,3,0,2,1,0.68,1.2,0,1.38,0,0
5348,783,3,1,1,2,1,4,1,3,0,2,1,0.9,0.1,2,0.62,1,1
5348,783,3,1,1,2,1,4,1,3,0,2,1,0.78,0,0,1.17,2,0
5349,783,3,1,1,2,1,4,1,3,0,2,1,0.61,0.3,0,1.38,0,1
5349,783,3,1,1,2,1,4,1,3,0,2,1,0.84,0.2,2,0.59,1,0
5349,783,3,1,1,2,1,4,1,3,0,2,1,0.6,0,0,1.17,2,0
5350,783,3,1,1,2,1,4,1,3,0,2,1,0.61,0.6,0,1.06,0,1
5350,783,3,1,1,2,1,4,1,3,0,2,1,0.84,0.3,2,0.59,1,0
5350,783,3,1,1,2,1,4,1,3,0,2,1,0.78,0,0,0.72,2,0
5351,783,3,1,1,2,1,4,1,3,0,2,1,0.68,0.3,0,1.17,0,1
5351,783,3,1,1,2,1,4,1,3,0,2,1,0.81,0.3,2,0.59,1,0
5351,783,3,1,1,2,1,4,1,3,0,2,1,0.48,0,0,1.17,2,0
5352,783,3,1,1,2,1,4,1,3,0,2,1,0.61,0.3,0,1.17,0,1
5352,783,3,1,1,2,1,4,1,3,0,2,1,0.71,0.1,2,0.62,1,0
5352,783,3,1,1,2,1,4,1,3,0,2,1,0.6,0,0,0.72,2,0
5353,783,3,1,1,2,1,4,1,3,0,2,1,0.82,0.6,0,1.17,0,0
5353,783,3,1,1,2,1,4,1,3,0,2,1,0.84,0.2,2,0.59,1,1
5353,783,3,1,1,2,1,4,1,3,0,2,1,0.48,0,0,0.72,2,0
5354,783,3,1,1,2,1,4,1,3,0,2,1,0.82,0.3,0,1.38,0,1
5354,783,3,1,1,2,1,4,1,3,0,2,1,0.9,0.3,2,0.62,1,0
5354,783,3,1,1,2,1,4,1,3,0,2,1,0.78,0,0,0.72,2,0
5355,783,3,1,1,2,1,4,1,3,0,2,1,0.68,0.6,0,1.17,0,0
5355,783,3,1,1,2,1,4,1,3,0,2,1,0.9,0.3,2,0.62,1,1
5355,783,3,1,1,2,1,4,1,3,0,2,1,0.6,0,0,0.9,2,0
5356,784,3,1,1,2,1,4,1,3,0,2,1,0.85,1.2,0,1.46,0,0
5356,784,3,1,1,2,1,4,1,3,0,2,1,0.92,0.2,2,0.91,1,1
5356,784,3,1,1,2,1,4,1,3,0,2,1,0.65,0,0,1.43,2,0
5357,784,3,1,1,2,1,4,1,3,0,2,1,0.85,0.3,0,1.32,0,0
5357,784,3,1,1,2,1,4,1,3,0,2,1,0.88,0.1,2,0.88,1,1
5357,784,3,1,1,2,1,4,1,3,0,2,1,0.84,0,0,1.43,2,0
5358,784,3,1,1,2,1,4,1,3,0,2,1,0.85,0.6,0,1.73,0,0
5358,784,3,1,1,2,1,4,1,3,0,2,1,1.05,0.3,2,0.95,1,1
5358,784,3,1,1,2,1,4,1,3,0,2,1,0.52,0,0,1.43,2,0
5359,784,3,1,1,2,1,4,1,3,0,2,1,0.71,0.3,0,1.32,0,0
5359,784,3,1,1,2,1,4,1,3,0,2,1,0.92,0.2,2,0.91,1,1
5359,784,3,1,1,2,1,4,1,3,0,2,1,0.52,0,0,0.88,2,0
5360,784,3,1,1,2,1,4,1,3,0,2,1,0.64,0.6,0,1.73,0,0
5360,784,3,1,1,2,1,4,1,3,0,2,1,0.74,0.2,2,0.91,1,1
5360,784,3,1,1,2,1,4,1,3,0,2,1,0.84,0,0,1.1,2,0
5361,784,3,1,1,2,1,4,1,3,0,2,1,0.64,1.2,0,1.46,0,0
5361,784,3,1,1,2,1,4,1,3,0,2,1,0.84,0.1,2,0.88,1,1
5361,784,3,1,1,2,1,4,1,3,0,2,1,0.52,0,0,1.1,2,0
5362,784,3,1,1,2,1,4,1,3,0,2,1,0.85,1.2,0,1.32,0,0
5362,784,3,1,1,2,1,4,1,3,0,2,1,1.05,0.1,2,0.95,1,1
5362,784,3,1,1,2,1,4,1,3,0,2,1,0.65,0,0,0.88,2,0
5363,784,3,1,1,2,1,4,1,3,0,2,1,0.64,0.3,0,1.32,0,0
5363,784,3,1,1,2,1,4,1,3,0,2,1,0.76,0.3,2,0.95,1,1
5363,784,3,1,1,2,1,4,1,3,0,2,1,0.65,0,0,1.1,2,0
5364,784,3,1,1,2,1,4,1,3,0,2,1,0.71,0.6,0,1.73,0,0
5364,784,3,1,1,2,1,4,1,3,0,2,1,0.81,0.1,2,0.88,1,1
5364,784,3,1,1,2,1,4,1,3,0,2,1,0.65,0,0,0.88,2,0
5365,785,3,1,1,2,1,4,1,3,0,17,2,0.9,0.3,0,2.42,0,0
5365,785,3,1,1,2,1,4,1,3,0,17,2,1.05,0.1,2,1.06,1,0
5365,785,3,1,1,2,1,4,1,3,0,17,2,0.72,0,0,1.5,2,1
5366,785,3,1,1,2,1,4,1,3,0,17,2,0.9,1.2,0,2.42,0,0
5366,785,3,1,1,2,1,4,1,3,0,17,2,1.22,0.1,2,0.98,1,1
5366,785,3,1,1,2,1,4,1,3,0,17,2,1.17,0,0,1.95,2,0
5367,785,3,1,1,2,1,4,1,3,0,17,2,0.81,0.3,0,2.42,0,0
5367,785,3,1,1,2,1,4,1,3,0,17,2,1.12,0.2,2,0.92,1,1
5367,785,3,1,1,2,1,4,1,3,0,17,2,0.9,0,0,1.95,2,0
5368,785,3,1,1,2,1,4,1,3,0,17,2,0.81,0.6,0,1.84,0,0
5368,785,3,1,1,2,1,4,1,3,0,17,2,1.12,0.3,2,0.92,1,1
5368,785,3,1,1,2,1,4,1,3,0,17,2,1.17,0,0,1.2,2,0
5369,785,3,1,1,2,1,4,1,3,0,17,2,0.9,0.3,0,2.03,0,0
5369,785,3,1,1,2,1,4,1,3,0,17,2,1.09,0.3,2,0.92,1,1
5369,785,3,1,1,2,1,4,1,3,0,17,2,0.72,0,0,1.95,2,0
5370,785,3,1,1,2,1,4,1,3,0,17,2,0.81,0.3,0,2.03,0,0
5370,785,3,1,1,2,1,4,1,3,0,17,2,0.94,0.1,2,0.98,1,1
5370,785,3,1,1,2,1,4,1,3,0,17,2,0.9,0,0,1.2,2,0
5371,785,3,1,1,2,1,4,1,3,0,17,2,1.08,0.6,0,2.03,0,0
5371,785,3,1,1,2,1,4,1,3,0,17,2,1.18,0.2,2,0.92,1,1
5371,785,3,1,1,2,1,4,1,3,0,17,2,0.72,0,0,1.2,2,0
5372,785,3,1,1,2,1,4,1,3,0,17,2,1.08,0.3,0,2.42,0,0
5372,785,3,1,1,2,1,4,1,3,0,17,2,1.22,0.3,2,0.98,1,1
5372,785,3,1,1,2,1,4,1,3,0,17,2,1.17,0,0,1.2,2,0
5373,785,3,1,1,2,1,4,1,3,0,17,2,0.9,0.6,0,2.03,0,1
5373,785,3,1,1,2,1,4,1,3,0,17,2,1.22,0.3,2,0.98,1,0
5373,785,3,1,1,2,1,4,1,3,0,17,2,0.9,0,0,1.5,2,0
5374,786,3,1,1,2,1,4,1,3,0,17,25,1.6,1.2,0,3.14,0,0
5374,786,3,1,1,2,1,4,1,3,0,17,25,1.83,0.2,2,1.26,1,1
5374,786,3,1,1,2,1,4,1,3,0,17,25,2.05,0,0,3.77,2,0
5375,786,3,1,1,2,1,4,1,3,0,17,25,1.6,0.3,0,2.84,0,0
5375,786,3,1,1,2,1,4,1,3,0,17,25,1.68,0.1,2,1.15,1,1
5375,786,3,1,1,2,1,4,1,3,0,17,25,2.66,0,0,3.77,2,0
5376,786,3,1,1,2,1,4,1,3,0,17,25,1.6,0.6,0,3.75,0,0
5376,786,3,1,1,2,1,4,1,3,0,17,25,2.21,0.3,2,1.4,1,1
5376,786,3,1,1,2,1,4,1,3,0,17,25,1.64,0,0,3.77,2,0
5377,786,3,1,1,2,1,4,1,3,0,17,25,1.33,0.3,0,2.84,0,0
5377,786,3,1,1,2,1,4,1,3,0,17,25,1.83,0.2,2,1.26,1,1
5377,786,3,1,1,2,1,4,1,3,0,17,25,1.64,0,0,2.32,2,0
5378,786,3,1,1,2,1,4,1,3,0,17,25,1.2,0.6,0,3.75,0,0
5378,786,3,1,1,2,1,4,1,3,0,17,25,1.37,0.2,2,1.26,1,1
5378,786,3,1,1,2,1,4,1,3,0,17,25,2.66,0,0,2.9,2,0
5379,786,3,1,1,2,1,4,1,3,0,17,25,1.2,1.2,0,3.14,0,0
5379,786,3,1,1,2,1,4,1,3,0,17,25,1.68,0.1,2,1.15,1,1
5379,786,3,1,1,2,1,4,1,3,0,17,25,1.64,0,0,2.9,2,0
5380,786,3,1,1,2,1,4,1,3,0,17,25,1.6,1.2,0,2.84,0,0
5380,786,3,1,1,2,1,4,1,3,0,17,25,2.21,0.1,2,1.4,1,1
5380,786,3,1,1,2,1,4,1,3,0,17,25,2.05,0,0,2.32,2,0
5381,786,3,1,1,2,1,4,1,3,0,17,25,1.2,0.3,0,2.84,0,0
5381,786,3,1,1,2,1,4,1,3,0,17,25,1.46,0.3,2,1.4,1,1
5381,786,3,1,1,2,1,4,1,3,0,17,25,2.05,0,0,2.9,2,0
5382,786,3,1,1,2,1,4,1,3,0,17,25,1.33,0.6,0,3.75,0,0
5382,786,3,1,1,2,1,4,1,3,0,17,25,1.55,0.1,2,1.15,1,1
5382,786,3,1,1,2,1,4,1,3,0,17,25,2.05,0,0,2.32,2,0
5383,787,3,1,1,2,1,2,1,3,0,17,2,1.06,1.2,0,2.02,0,0
5383,787,3,1,1,2,1,2,1,3,0,17,2,1.12,0.2,2,1.47,1,1
5383,787,3,1,1,2,1,2,1,3,0,17,2,1.05,0,0,1.95,2,0
5384,787,3,1,1,2,1,2,1,3,0,17,2,1.06,0.3,0,1.87,0,0
5384,787,3,1,1,2,1,2,1,3,0,17,2,1.09,0.1,2,1.44,1,1
5384,787,3,1,1,2,1,2,1,3,0,17,2,1.36,0,0,1.95,2,0
5385,787,3,1,1,2,1,2,1,3,0,17,2,1.06,0.6,0,2.33,0,0
5385,787,3,1,1,2,1,2,1,3,0,17,2,1.22,0.3,2,1.51,1,1
5385,787,3,1,1,2,1,2,1,3,0,17,2,0.84,0,0,1.95,2,0
5386,787,3,1,1,2,1,2,1,3,0,17,2,0.88,0.3,0,1.87,0,0
5386,787,3,1,1,2,1,2,1,3,0,17,2,1.09,0.2,2,1.47,1,1
5386,787,3,1,1,2,1,2,1,3,0,17,2,0.84,0,0,1.2,2,0
5387,787,3,1,1,2,1,2,1,3,0,17,2,0.79,0.6,0,2.33,0,0
5387,787,3,1,1,2,1,2,1,3,0,17,2,0.88,0.2,2,1.47,1,1
5387,787,3,1,1,2,1,2,1,3,0,17,2,1.36,0,0,1.5,2,0
5388,787,3,1,1,2,1,2,1,3,0,17,2,0.79,1.2,0,2.02,0,0
5388,787,3,1,1,2,1,2,1,3,0,17,2,0.99,0.1,2,1.44,1,1
5388,787,3,1,1,2,1,2,1,3,0,17,2,0.84,0,0,1.5,2,0
5389,787,3,1,1,2,1,2,1,3,0,17,2,1.06,1.2,0,1.87,0,0
5389,787,3,1,1,2,1,2,1,3,0,17,2,1.22,0.1,2,1.51,1,1
5389,787,3,1,1,2,1,2,1,3,0,17,2,1.05,0,0,1.2,2,0
5390,787,3,1,1,2,1,2,1,3,0,17,2,0.79,0.3,0,1.87,0,0
5390,787,3,1,1,2,1,2,1,3,0,17,2,0.9,0.3,2,1.51,1,1
5390,787,3,1,1,2,1,2,1,3,0,17,2,1.05,0,0,1.5,2,0
5391,787,3,1,1,2,1,2,1,3,0,17,2,0.88,0.6,0,2.33,0,0
5391,787,3,1,1,2,1,2,1,3,0,17,2,0.97,0.1,2,1.44,1,1
5391,787,3,1,1,2,1,2,1,3,0,17,2,1.05,0,0,1.2,2,0
5392,788,3,1,1,2,1,2,1,3,0,17,2,1.01,1.2,0,1.81,0,0
5392,788,3,1,1,2,1,2,1,3,0,17,2,1.18,0.2,2,0.68,1,0
5392,788,3,1,1,2,1,2,1,3,0,17,2,0.9,0,0,1.95,2,1
5393,788,3,1,1,2,1,2,1,3,0,17,2,1.01,0.3,0,1.64,0,0
5393,788,3,1,1,2,1,2,1,3,0,17,2,1.09,0.1,2,0.62,1,1
5393,788,3,1,1,2,1,2,1,3,0,17,2,1.17,0,0,1.95,2,0
5394,788,3,1,1,2,1,2,1,3,0,17,2,1.01,0.6,0,2.15,0,0
5394,788,3,1,1,2,1,2,1,3,0,17,2,1.37,0.3,2,0.76,1,0
5394,788,3,1,1,2,1,2,1,3,0,17,2,0.72,0,0,1.95,2,1
5395,788,3,1,1,2,1,2,1,3,0,17,2,0.84,0.3,0,1.64,0,0
5395,788,3,1,1,2,1,2,1,3,0,17,2,1.18,0.2,2,0.68,1,0
5395,788,3,1,1,2,1,2,1,3,0,17,2,0.72,0,0,1.2,2,1
5396,788,3,1,1,2,1,2,1,3,0,17,2,0.76,0.6,0,2.15,0,0
5396,788,3,1,1,2,1,2,1,3,0,17,2,0.9,0.2,2,0.68,1,1
5396,788,3,1,1,2,1,2,1,3,0,17,2,1.17,0,0,1.5,2,0
5397,788,3,1,1,2,1,2,1,3,0,17,2,0.76,1.2,0,1.81,0,0
5397,788,3,1,1,2,1,2,1,3,0,17,2,1.09,0.1,2,0.62,1,0
5397,788,3,1,1,2,1,2,1,3,0,17,2,0.72,0,0,1.5,2,1
5398,788,3,1,1,2,1,2,1,3,0,17,2,1.01,1.2,0,1.64,0,0
5398,788,3,1,1,2,1,2,1,3,0,17,2,1.37,0.1,2,0.76,1,1
5398,788,3,1,1,2,1,2,1,3,0,17,2,0.9,0,0,1.2,2,0
5399,788,3,1,1,2,1,2,1,3,0,17,2,0.76,0.3,0,1.64,0,0
5399,788,3,1,1,2,1,2,1,3,0,17,2,0.94,0.3,2,0.76,1,0
5399,788,3,1,1,2,1,2,1,3,0,17,2,0.9,0,0,1.5,2,1
5400,788,3,1,1,2,1,2,1,3,0,17,2,0.84,0.6,0,2.15,0,0
5400,788,3,1,1,2,1,2,1,3,0,17,2,1.05,0.1,2,0.62,1,1
5400,788,3,1,1,2,1,2,1,3,0,17,2,0.9,0,0,1.2,2,0
5401,789,3,1,1,2,1,3,1,2,0,17,13,0.91,1.2,0,2.12,0,0
5401,789,3,1,1,2,1,3,1,2,0,17,13,0.9,0.3,2,1.39,1,0
5401,789,3,1,1,2,1,3,1,2,0,17,13,0.95,0,0,1.4,2,1
5402,789,3,1,1,2,1,3,1,2,0,17,13,0.68,1.2,0,1.75,0,0
5402,789,3,1,1,2,1,3,1,2,0,17,13,0.76,0.3,2,1.42,1,1
5402,789,3,1,1,2,1,3,1,2,0,17,13,0.76,0,0,1.82,2,0
5403,789,3,1,1,2,1,3,1,2,0,17,13,0.68,1.2,0,2.12,0,0
5403,789,3,1,1,2,1,3,1,2,0,17,13,0.76,0.2,2,1.46,1,0
5403,789,3,1,1,2,1,3,1,2,0,17,13,0.76,0,0,1.12,2,1
5404,789,3,1,1,2,1,3,1,2,0,17,13,0.68,0.6,0,1.87,0,0
5404,789,3,1,1,2,1,3,1,2,0,17,13,0.76,0.1,2,1.46,1,1
5404,789,3,1,1,2,1,3,1,2,0,17,13,1.23,0,0,1.82,2,0
5405,789,3,1,1,2,1,3,1,2,0,17,13,0.76,1.2,0,1.87,0,0
5405,789,3,1,1,2,1,3,1,2,0,17,13,0.81,0.3,2,1.46,1,1
5405,789,3,1,1,2,1,3,1,2,0,17,13,1.23,0,0,1.12,2,0
5406,789,3,1,1,2,1,3,1,2,0,17,13,0.76,0.6,0,1.75,0,0
5406,789,3,1,1,2,1,3,1,2,0,17,13,0.81,0.2,2,1.46,1,1
5406,789,3,1,1,2,1,3,1,2,0,17,13,0.95,0,0,1.82,2,0
5407,789,3,1,1,2,1,3,1,2,0,17,13,0.91,0.6,0,1.75,0,0
5407,789,3,1,1,2,1,3,1,2,0,17,13,0.92,0.1,2,1.42,1,0
5407,789,3,1,1,2,1,3,1,2,0,17,13,0.76,0,0,1.4,2,1
5408,789,3,1,1,2,1,3,1,2,0,17,13,0.76,1.2,0,1.75,0,0
5408,789,3,1,1,2,1,3,1,2,0,17,13,0.81,0.2,2,1.39,1,1
5408,789,3,1,1,2,1,3,1,2,0,17,13,1.23,0,0,1.4,2,0
5409,789,3,1,1,2,1,3,1,2,0,17,13,0.91,0.3,0,1.87,0,0
5409,789,3,1,1,2,1,3,1,2,0,17,13,0.99,0.2,2,1.46,1,1
5409,789,3,1,1,2,1,3,1,2,0,17,13,1.23,0,0,1.4,2,0
5410,790,3,1,1,2,1,3,1,3,0,2,17,1.13,1.2,0,2.21,0,0
5410,790,3,1,1,2,1,3,1,3,0,2,17,1.27,0.2,2,1.08,1,1
5410,790,3,1,1,2,1,3,1,3,0,2,17,1,0,0,2.08,2,0
5411,790,3,1,1,2,1,3,1,3,0,2,17,1.13,0.3,0,1.99,0,0
5411,790,3,1,1,2,1,3,1,3,0,2,17,1.22,0.1,2,1.02,1,1
5411,790,3,1,1,2,1,3,1,3,0,2,17,1.3,0,0,2.08,2,0
5412,790,3,1,1,2,1,3,1,3,0,2,17,1.13,0.6,0,2.65,0,0
5412,790,3,1,1,2,1,3,1,3,0,2,17,1.46,0.3,2,1.16,1,0
5412,790,3,1,1,2,1,3,1,3,0,2,17,0.8,0,0,2.08,2,1
5413,790,3,1,1,2,1,3,1,3,0,2,17,0.94,0.3,0,1.99,0,0
5413,790,3,1,1,2,1,3,1,3,0,2,17,1.27,0.2,2,1.08,1,0
5413,790,3,1,1,2,1,3,1,3,0,2,17,0.8,0,0,1.28,2,1
5414,790,3,1,1,2,1,3,1,3,0,2,17,0.85,0.6,0,2.65,0,0
5414,790,3,1,1,2,1,3,1,3,0,2,17,0.97,0.2,2,1.08,1,0
5414,790,3,1,1,2,1,3,1,3,0,2,17,1.3,0,0,1.6,2,1
5415,790,3,1,1,2,1,3,1,3,0,2,17,0.85,1.2,0,2.21,0,0
5415,790,3,1,1,2,1,3,1,3,0,2,17,1.18,0.1,2,1.02,1,0
5415,790,3,1,1,2,1,3,1,3,0,2,17,0.8,0,0,1.6,2,1
5416,790,3,1,1,2,1,3,1,3,0,2,17,1.13,1.2,0,1.99,0,0
5416,790,3,1,1,2,1,3,1,3,0,2,17,1.46,0.1,2,1.16,1,0
5416,790,3,1,1,2,1,3,1,3,0,2,17,1,0,0,1.28,2,1
5417,790,3,1,1,2,1,3,1,3,0,2,17,0.85,0.3,0,1.99,0,0
5417,790,3,1,1,2,1,3,1,3,0,2,17,1.05,0.3,2,1.16,1,0
5417,790,3,1,1,2,1,3,1,3,0,2,17,1,0,0,1.6,2,1
5418,790,3,1,1,2,1,3,1,3,0,2,17,0.94,0.6,0,2.65,0,0
5418,790,3,1,1,2,1,3,1,3,0,2,17,1.12,0.1,2,1.02,1,0
5418,790,3,1,1,2,1,3,1,3,0,2,17,1,0,0,1.28,2,1
5419,791,3,1,1,2,1,3,1,3,0,17,22,1.46,1.2,0,3.78,0,0
5419,791,3,1,1,2,1,3,1,3,0,17,22,1.61,0.3,2,1.39,1,1
5419,791,3,1,1,2,1,3,1,3,0,17,22,1.45,0,0,2.2,2,0
5420,791,3,1,1,2,1,3,1,3,0,17,22,1.1,1.2,0,2.83,0,0
5420,791,3,1,1,2,1,3,1,3,0,17,22,1.27,0.3,2,1.48,1,1
5420,791,3,1,1,2,1,3,1,3,0,17,22,1.16,0,0,2.86,2,0
5421,791,3,1,1,2,1,3,1,3,0,17,22,1.1,1.2,0,3.78,0,0
5421,791,3,1,1,2,1,3,1,3,0,17,22,1.33,0.2,2,1.6,1,0
5421,791,3,1,1,2,1,3,1,3,0,17,22,1.16,0,0,1.76,2,1
5422,791,3,1,1,2,1,3,1,3,0,17,22,1.1,0.6,0,3.15,0,0
5422,791,3,1,1,2,1,3,1,3,0,17,22,1.33,0.1,2,1.6,1,1
5422,791,3,1,1,2,1,3,1,3,0,17,22,1.88,0,0,2.86,2,0
5423,791,3,1,1,2,1,3,1,3,0,17,22,1.22,1.2,0,3.15,0,0
5423,791,3,1,1,2,1,3,1,3,0,17,22,1.37,0.3,2,1.6,1,0
5423,791,3,1,1,2,1,3,1,3,0,17,22,1.88,0,0,1.76,2,1
5424,791,3,1,1,2,1,3,1,3,0,17,22,1.22,0.6,0,2.83,0,0
5424,791,3,1,1,2,1,3,1,3,0,17,22,1.37,0.2,2,1.6,1,1
5424,791,3,1,1,2,1,3,1,3,0,17,22,1.45,0,0,2.86,2,0
5425,791,3,1,1,2,1,3,1,3,0,17,22,1.46,0.6,0,2.83,0,0
5425,791,3,1,1,2,1,3,1,3,0,17,22,1.68,0.1,2,1.48,1,0
5425,791,3,1,1,2,1,3,1,3,0,17,22,1.16,0,0,2.2,2,1
5426,791,3,1,1,2,1,3,1,3,0,17,22,1.22,1.2,0,2.83,0,0
5426,791,3,1,1,2,1,3,1,3,0,17,22,1.46,0.2,2,1.39,1,1
5426,791,3,1,1,2,1,3,1,3,0,17,22,1.88,0,0,2.2,2,0
5427,791,3,1,1,2,1,3,1,3,0,17,22,1.46,0.3,0,3.15,0,0
5427,791,3,1,1,2,1,3,1,3,0,17,22,1.96,0.2,2,1.6,1,0
5427,791,3,1,1,2,1,3,1,3,0,17,22,1.88,0,0,2.2,2,1
5428,792,3,1,1,2,1,3,1,3,0,22,1,1.13,1.2,0,1.89,0,0
5428,792,3,1,1,2,1,3,1,3,0,22,1,1.33,0.2,2,0.81,1,1
5428,792,3,1,1,2,1,3,1,3,0,22,1,1.3,0,0,2.21,2,0
5429,792,3,1,1,2,1,3,1,3,0,22,1,1.13,0.3,0,1.71,0,0
5429,792,3,1,1,2,1,3,1,3,0,22,1,1.22,0.1,2,0.75,1,1
5429,792,3,1,1,2,1,3,1,3,0,22,1,1.69,0,0,2.21,2,0
5430,792,3,1,1,2,1,3,1,3,0,22,1,1.13,0.6,0,2.25,0,0
5430,792,3,1,1,2,1,3,1,3,0,22,1,1.5,0.3,2,0.89,1,1
5430,792,3,1,1,2,1,3,1,3,0,22,1,1.04,0,0,2.21,2,0
5431,792,3,1,1,2,1,3,1,3,0,22,1,0.94,0.3,0,1.71,0,0
5431,792,3,1,1,2,1,3,1,3,0,22,1,1.33,0.2,2,0.81,1,1
5431,792,3,1,1,2,1,3,1,3,0,22,1,1.04,0,0,1.36,2,0
5432,792,3,1,1,2,1,3,1,3,0,22,1,0.85,0.6,0,2.25,0,0
5432,792,3,1,1,2,1,3,1,3,0,22,1,0.99,0.2,2,0.81,1,1
5432,792,3,1,1,2,1,3,1,3,0,22,1,1.69,0,0,1.7,2,0
5433,792,3,1,1,2,1,3,1,3,0,22,1,0.85,1.2,0,1.89,0,0
5433,792,3,1,1,2,1,3,1,3,0,22,1,1.22,0.1,2,0.75,1,1
5433,792,3,1,1,2,1,3,1,3,0,22,1,1.04,0,0,1.7,2,0
5434,792,3,1,1,2,1,3,1,3,0,22,1,1.13,1.2,0,1.71,0,0
5434,792,3,1,1,2,1,3,1,3,0,22,1,1.5,0.1,2,0.89,1,1
5434,792,3,1,1,2,1,3,1,3,0,22,1,1.3,0,0,1.36,2,0
5435,792,3,1,1,2,1,3,1,3,0,22,1,0.85,0.3,0,1.71,0,0
5435,792,3,1,1,2,1,3,1,3,0,22,1,1.05,0.3,2,0.89,1,1
5435,792,3,1,1,2,1,3,1,3,0,22,1,1.3,0,0,1.7,2,0
5436,792,3,1,1,2,1,3,1,3,0,22,1,0.94,0.6,0,2.25,0,0
5436,792,3,1,1,2,1,3,1,3,0,22,1,1.12,0.1,2,0.75,1,1
