chid,alt,match,x1,x2,x3,s11,s12,s13,s21,s22,s23,o11,o12,o13,o14,e11,e12,e13,e21,e22,e23,flag
6342,1,1,19,5,1.5,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,tr
6342,2,0,18,18,3.5,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,tr
6343,1,0,14,5,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6343,2,1,11,16,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6344,1,1,23,4,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6344,2,0,17,15,3.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6345,1,0,4,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6345,2,1,4,17,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6346,1,1,22,7,1.5,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,tr
6346,2,0,18,15,3.5,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,tr
6347,1,1,23,6,1.5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,tr
6347,2,0,17,18,3.5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,tr
6349,1,1,10,6,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6349,2,0,6,14,2.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6350,1,0,5,4,2.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
6350,2,1,3,14,2.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
6351,1,1,17,6,2.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,tr
6351,2,0,17,17,3.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,tr
6352,1,0,22,7,1.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,tr
6352,2,1,16,12,2.75,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,tr
6353,1,1,10,4,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6353,2,0,11,14,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6354,1,0,13,5,1.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
6354,2,1,10,16,2.75,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
6356,1,0,9,6,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
6356,2,1,8,15,2.75,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,tr
6359,1,1,9,7,1.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
6359,2,0,6,14,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
6361,1,1,20,6,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
6361,2,0,16,17,3.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
6362,1,0,27,5,1.5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,tr
6362,2,1,14,15,2.75,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,tr
6363,1,1,3,4,1.5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,tr
6363,2,0,3,12,2.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,tr
6364,1,0,15,6,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,tr
6364,2,1,9,14,2.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,tr
6366,1,0,8,4,1.5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,tr
6366,2,1,6,19,2.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,tr
6367,1,1,13,6,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,tr
6367,2,0,7,18,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,tr
6368,1,0,19,2,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6368,2,1,12,16,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6369,1,1,14,4,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6369,2,0,10,14,2.75,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6370,1,1,20,8,1.5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,tr
6370,2,0,17,16,3.5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,tr
6373,1,0,24,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6373,2,1,14,15,2.75,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6374,1,1,5,4,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6374,2,0,4,13,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6375,1,1,4,5,2.0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,tr
6375,2,0,3,16,2.0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,tr
6378,1,0,23,7,1.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6378,2,1,19,14,3.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6379,1,1,15,5,1.5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
6379,2,0,10,15,2.75,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
6380,1,1,9,3,1.5,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,tr
6380,2,0,6,20,2.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,tr
6382,1,0,23,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
6382,2,1,18,15,3.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
6383,1,0,16,4,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6383,2,1,11,15,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6384,1,0,23,6,1.5,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,tr
6384,2,1,14,11,2.75,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,tr
6385,1,0,30,5,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
6385,2,1,25,17,4.25,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
6386,1,0,24,6,1.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6386,2,1,14,17,2.75,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6387,1,1,11,6,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6387,2,0,7,16,2.75,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6388,1,1,8,6,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6388,2,0,6,15,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6389,1,1,19,5,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,tr
6389,2,0,14,11,2.75,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,tr
6392,1,0,7,5,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6392,2,1,3,16,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6393,1,0,7,4,1.5,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,tr
6393,2,1,7,12,2.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,tr
6394,1,1,4,5,2.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,tr
6394,2,0,4,14,2.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,tr
6395,1,0,10,7,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6395,2,1,8,17,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6396,1,1,6,4,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6396,2,0,5,15,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6398,1,1,15,6,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6398,2,0,24,15,4.25,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6399,1,1,6,6,2.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,tr
6399,2,0,4,17,2.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,tr
6400,1,0,14,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6400,2,1,12,13,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6401,1,1,13,5,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6401,2,0,12,14,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6402,1,1,14,5,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6402,2,0,9,14,2.75,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6403,1,0,16,8,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6403,2,1,18,14,3.5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6405,1,0,18,5,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6405,2,1,16,17,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6406,1,0,12,6,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6406,2,1,9,15,2.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6407,1,1,5,4,1.5,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,tr
6407,2,0,5,15,2.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,tr
6408,1,0,5,4,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6408,2,1,4,13,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6409,1,1,11,4,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6409,2,0,7,15,2.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6410,1,1,9,6,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6410,2,0,6,15,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6411,1,1,10,4,1.5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,tr
6411,2,0,9,19,2.75,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,tr
6412,1,0,12,5,1.5,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6412,2,1,11,15,2.75,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6413,1,1,5,5,1.5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,tr
6413,2,0,4,17,2.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,tr
6414,1,0,12,5,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
6414,2,1,14,11,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
6415,1,0,4,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6415,2,1,3,16,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6416,1,0,32,5,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6416,2,1,17,15,3.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6417,1,1,5,4,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6417,2,0,4,15,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6419,1,0,5,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
6419,2,1,4,14,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
6420,1,0,11,7,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6420,2,1,8,14,2.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6421,1,0,13,3,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
6421,2,1,10,16,2.75,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
6422,1,0,5,5,1.5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
6422,2,1,4,13,2.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,tr
6423,1,0,27,6,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
6423,2,1,20,15,3.5,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,tr
6426,1,0,14,6,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6426,2,1,10,14,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6428,1,1,28,4,1.5,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,tr
6428,2,0,18,17,3.5,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,tr
6429,1,1,3,6,1.5,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,tr
6429,2,0,4,16,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,tr
6431,1,1,7,5,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6431,2,0,5,16,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6432,1,0,8,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6432,2,1,6,13,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6433,1,0,19,5,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
6433,2,1,12,15,2.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
6434,1,0,9,7,1.5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,tr
6434,2,1,5,14,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,tr
6435,1,0,8,5,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6435,2,1,4,13,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6436,1,0,7,4,1.5,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,tr
6436,2,1,4,19,2.0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,tr
6437,1,1,9,4,1.5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,tr
6437,2,0,5,15,2.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,tr
6438,1,1,12,6,2.0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,tr
6438,2,0,8,18,2.0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,tr
6439,1,0,6,4,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6439,2,1,4,12,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6440,1,1,5,5,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6440,2,0,4,18,2.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6441,1,0,11,5,1.5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
6441,2,1,8,14,2.75,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
6443,1,1,6,5,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6443,2,0,4,14,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6444,1,0,6,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
6444,2,1,4,20,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,tr
6445,1,1,4,3,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6445,2,0,6,15,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6446,1,1,5,4,1.5,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,tr
6446,2,0,5,14,2.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,tr
6449,1,1,5,4,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6449,2,0,4,14,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6450,1,1,12,5,2.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,tr
6450,2,0,8,13,2.75,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,tr
6451,1,0,12,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
6451,2,1,11,16,2.75,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,tr
6452,1,0,18,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6452,2,1,12,16,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6455,1,0,5,5,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6455,2,1,3,17,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6456,1,0,7,5,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6456,2,1,4,17,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6457,1,1,6,4,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6457,2,0,3,14,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6458,1,1,16,4,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6458,2,0,12,15,2.75,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6459,1,1,7,5,1.5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6459,2,0,5,15,2.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6460,1,1,17,4,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,tr
6460,2,0,13,15,2.75,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,tr
6461,1,1,3,6,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,tr
6461,2,0,3,18,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,tr
6465,1,1,6,5,2.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,tr
6465,2,0,5,18,2.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,tr
6467,1,0,9,4,1.5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,tr
6467,2,1,5,14,2.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,tr
6468,1,0,5,6,1.5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6468,2,1,3,16,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6469,1,1,3,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6469,2,0,3,16,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6470,1,0,4,4,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6470,2,1,4,17,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6471,1,1,3,5,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6471,2,0,4,17,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6472,1,1,5,7,2.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,tr
6472,2,0,5,19,2.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,tr
6473,1,1,12,5,1.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
6473,2,0,10,17,2.75,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
6474,1,0,25,7,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6474,2,1,14,16,2.75,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6475,1,0,10,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6475,2,1,9,16,2.75,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6476,1,0,16,5,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6476,2,1,12,15,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6477,1,1,5,4,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6477,2,0,3,15,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6478,1,0,2,6,1.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6478,2,1,3,12,2.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,tr
6479,1,1,11,5,1.5,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,tr
6479,2,0,9,19,2.75,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,tr
6481,1,1,6,6,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6481,2,0,5,16,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6482,1,1,8,6,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
6482,2,0,10,15,2.75,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
6484,1,1,7,5,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6484,2,0,12,15,2.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6486,1,0,22,7,1.5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6486,2,1,13,13,2.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,tr
6487,1,0,9,7,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
6487,2,1,6,15,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,tr
6488,1,1,5,6,1.5,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,tr
6488,2,0,5,17,2.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,tr
6490,1,0,31,5,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,tr
6490,2,1,16,15,3.5,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,tr
6491,1,1,4,4,1.5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,tr
6491,2,0,4,12,2.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,tr
6492,1,0,12,3,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6492,2,1,8,13,2.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,tr
6493,1,0,13,4,1.5,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,tr
6493,2,1,7,14,2.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,tr
6494,1,0,8,4,1.5,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,tr
6494,2,1,5,15,2.0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,tr
6495,1,1,6,5,1.5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
6495,2,0,4,16,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,tr
6496,1,1,8,5,1.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,tr
6496,2,0,5,18,2.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,tr
6498,1,1,17,4,1.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6498,2,0,15,16,2.75,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6499,1,0,29,4,2.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6499,2,1,24,16,4.25,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,tr
6500,1,1,6,6,1.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6500,2,0,5,19,2.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,tr
6502,1,0,3,5,1.5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,tr
6502,2,1,3,11,2.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,tr
6503,1,1,15,5,1.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6503,2,0,11,17,2.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,tr
6504,1,0,8,5,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6504,2,1,7,18,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6505,1,0,14,4,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
6505,2,1,9,13,2.75,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,tr
6506,1,1,5,5,2.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
6506,2,0,3,15,2.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
6507,1,0,16,3,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6507,2,1,13,19,2.75,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6508,1,1,5,6,1.5,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,tr
6508,2,0,4,16,2.0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,tr
6510,1,1,5,6,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
6510,2,0,3,14,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,tr
6512,1,0,14,6,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,tr
6512,2,1,11,15,2.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,tr
6515,1,1,6,3,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6515,2,0,3,18,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6517,1,0,6,7,1.5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,tr
6517,2,1,7,17,2.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,tr
6518,1,0,8,4,1.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6518,2,1,6,16,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,tr
6519,1,0,9,6,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6519,2,1,5,17,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,tr
6520,1,1,6,6,1.5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,tr
6520,2,0,4,16,2.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,tr
