chid,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match
6605,0,19,4,1.5,s11,s21,e12,e21,o11,9.68,2,-3.077422435,1
6605,1,14,12,2.75,s11,s21,e12,e21,o11,9.68,2,-3.747360745,0
6606,0,14,3,1.5,s11,s21,e11,e21,o13,6.42,3,-1.721862736,0
6606,1,10,13,2.75,s11,s21,e11,e21,o13,6.42,3,-1.30246576,1
6607,0,15,6,2,s12,s21,e12,e22,o11,6.35,1,-2.816353707,0
6607,1,10,14,2.75,s12,s21,e12,e22,o11,6.35,1,-2.785853276,1
6608,0,48,6,1.5,s12,s23,e11,e21,o13,23.76,1,-6.586749924,0
6608,1,36,13,5,s12,s23,e11,e21,o13,23.76,1,-4.759854116,1
6609,0,6,3,1.5,s11,s21,e13,e21,o11,2.47,3,-1.095942812,1
6609,1,4,13,2,s11,s21,e13,e21,o11,2.47,3,-1.782376943,0
6610,0,4,6,1.5,s12,s21,e11,e23,o12,2.83,2,-1.851809729,1
6610,1,4,17,2,s12,s21,e11,e23,o12,2.83,2,-3.335865693,0
6611,0,8,5,1.5,s11,s21,e11,e22,o13,5.83,3,-1.830671042,0
6611,1,9,12,2.75,s11,s21,e11,e22,o13,5.83,3,-1.34225135,1
6612,0,16,5,1.5,s11,s21,e12,e21,o12,10.11,3,-2.403079381,1
6612,1,17,17,3.5,s11,s21,e12,e21,o12,10.11,3,-3.748379587,0
6613,0,18,4,1.5,s12,s23,e12,e22,o13,11.01,1,-3.153260051,0
6613,1,15,14,3.5,s12,s23,e12,e22,o13,11.01,1,-3.058461344,1
6614,0,51,6,2,s12,s23,e11,e22,o11,25.14,1,-7.099879775,0
6614,1,39,15,5.75,s12,s23,e11,e22,o11,25.14,1,-5.548132135,1
6615,0,15,5,1.5,s12,s21,e11,e21,o13,4.99,1,-2.296727205,0
6615,1,8,14,2,s12,s21,e11,e21,o13,4.99,1,-1.144131137,1
6616,0,4,2,1.5,s11,s21,e12,e22,o11,2.14,3,-0.768987004,1
6616,1,3,15,2,s11,s21,e12,e22,o11,2.14,3,-1.498152989,0
6617,0,5,5,1.5,s12,s21,e13,e22,o13,3.18,1,-1.407185213,1
6617,1,5,16,2,s12,s21,e13,e22,o13,3.18,1,-2.343032777,0
6618,0,5,5,1.5,s12,s21,e12,e22,o13,2.06,1,-1.36615255,0
6618,1,3,14,2,s12,s21,e12,e22,o13,2.06,1,-1.29091297,1
6619,0,7,6,1.5,s12,s21,e12,e21,o12,3.05,1,-2.032451751,0
6619,1,4,16,2,s12,s21,e12,e21,o12,3.05,1,-1.689991788,1
6620,0,22,5,1.5,s11,s21,e12,e22,o12,11.38,3,-3.115977132,1
6620,1,17,18,3.5,s11,s21,e12,e22,o12,11.38,3,-3.775005788,0
6621,0,6,5,1.5,s12,s21,e12,e22,o13,3.01,1,-1.826709535,1
6621,1,5,16,2,s12,s21,e12,e22,o13,3.01,1,-2.114974433,0
6622,0,22,4,1.5,s12,s21,e12,e22,o14,11.22,1,-3.576676775,0
6622,1,18,14,3.5,s12,s21,e12,e22,o14,11.22,1,-3.303439917,1
6623,0,12,7,1.5,s11,s21,e11,e22,o11,5.99,3,-2.51240682,0
6623,1,9,16,2.75,s11,s21,e11,e22,o11,5.99,3,-1.423065717,1
6624,0,7,5,2,s11,s21,e12,e22,o12,2.7,3,-1.524790261,0
6624,1,4,13,2,s11,s21,e12,e22,o12,2.7,3,-1.330864437,1
6625,0,11,5,1.5,s11,s21,e12,e21,o12,5.79,3,-2.133297812,0
6625,1,8,11,2.75,s11,s21,e12,e21,o12,5.79,3,-1.572784376,1
6626,0,27,5,1.5,s11,s23,e12,e21,o11,9.61,2,-3.743681862,1
6626,1,13,16,2.75,s11,s23,e12,e21,o11,9.61,2,-4.714606371,0
6627,0,25,5,1.5,s13,s21,e12,e22,o12,9.13,3,-3.366335302,1
6627,1,15,17,2.75,s13,s21,e12,e22,o12,9.13,3,-3.425204284,0
6628,0,11,6,1.5,s12,s23,e12,e22,o12,5.38,1,-2.275654797,1
6628,1,8,17,2.75,s12,s23,e12,e22,o12,5.38,1,-2.28723263,0
6629,0,8,5,1.5,s12,s23,e11,e22,o13,4.43,1,-1.664568669,0
6629,1,6,15,2,s12,s23,e11,e22,o13,4.43,1,-1.208354939,1
6630,0,7,7,1.5,s11,s21,e12,e22,o13,3.01,3,-1.758018579,1
6630,1,4,16,2,s11,s21,e12,e22,o13,3.01,3,-1.766741715,0
6631,0,27,3,1.5,s12,s21,e12,e21,o12,15.58,1,-3.90134547,1
6631,1,23,15,4.25,s12,s21,e12,e21,o12,15.58,1,-4.367655528,0
6632,0,6,5,1.5,s13,s21,e11,e23,o14,3.86,3,-1.212597159,0
6632,1,6,15,2,s13,s21,e11,e23,o14,3.86,3,-0.792603304,1
6633,0,13,4,1.5,s11,s21,e13,e22,o13,5.33,3,-2.032704102,1
6633,1,8,14,2.75,s11,s21,e13,e22,o13,5.33,3,-2.501743464,0
6634,0,4,6,1.5,s11,s21,e11,e22,o14,2.69,3,-1.353102699,0
6634,1,4,15,2,s11,s21,e11,e22,o14,2.69,3,-1.092603644,1
6635,0,10,5,1.5,s12,s21,e12,e22,o12,5.18,1,-2.183818375,1
6635,1,7,16,2.75,s12,s21,e12,e22,o12,5.18,1,-2.216829369,0
6636,0,11,4,1.5,s11,s21,e13,e23,o13,7.44,3,-1.824853214,1
6636,1,11,13,2.75,s11,s21,e13,e23,o13,7.44,3,-2.374893965,0
6637,0,5,6,1.5,s11,s21,e11,e22,o11,2.22,3,-1.216722697,0
6637,1,3,15,2,s11,s21,e11,e22,o11,2.22,3,-0.940517245,1
6638,0,12,4,1.5,s12,s21,e11,e23,o12,9.82,1,-2.289150781,1
6638,1,15,17,2.75,s12,s21,e11,e23,o12,9.82,1,-2.608371592,0
6639,0,11,6,1.5,s11,s21,e12,e22,o13,6.96,3,-2.207405869,1
6639,1,12,16,2.75,s11,s21,e12,e22,o13,6.96,3,-2.659206244,0
6640,0,12,4,2,s11,s23,e13,e21,o12,7.75,2,-2.113393863,1
6640,1,11,18,2.75,s11,s23,e13,e21,o12,7.75,2,-5.18146536,0
6641,0,4,7,1.5,s11,s23,e12,e22,o12,2.42,2,-2.335971221,1
6641,1,4,16,2,s11,s23,e12,e22,o12,2.42,2,-3.332822741,0
6642,0,32,5,1.5,s12,s21,e11,e23,o12,17.68,1,-4.8113397,0
6642,1,27,13,4.25,s12,s21,e11,e23,o12,17.68,1,-3.52219769,1
6643,0,29,5,1.5,s12,s21,e12,e22,o13,13.88,1,-4.244878509,0
6643,1,23,12,3.5,s12,s21,e12,e22,o13,13.88,1,-3.866784847,1
6644,0,22,3,1.5,s11,s21,e12,e21,o12,13.19,3,-2.513369138,1
6644,1,19,16,3.5,s11,s21,e12,e21,o12,13.19,3,-3.70095072,0
6645,0,11,4,1.5,s11,s21,e11,e22,o13,5.47,3,-1.421062906,0
6645,1,9,14,2.75,s11,s21,e11,e22,o13,5.47,3,-1.262781396,1
6646,0,11,6,1.5,s12,s22,e11,e22,o12,5.21,1,-2.083239393,0
6646,1,7,13,2.75,s12,s22,e11,e22,o12,5.21,1,-1.047666402,1
6647,0,16,5,1.5,s12,s21,e11,e23,o13,7.75,1,-2.899705034,0
6647,1,11,16,2.75,s12,s21,e11,e23,o13,7.75,1,-1.861497368,1
6648,0,20,5,1.5,s11,s21,e11,e22,o13,9.32,3,-2.663106444,0
6648,1,13,16,2.75,s11,s21,e11,e22,o13,9.32,3,-1.961434183,1
6649,0,9,5,1.5,s11,s21,e11,e22,o13,4.28,3,-1.733990489,0
6649,1,6,18,2,s11,s21,e11,e22,o13,4.28,3,-1.447510235,1
6650,0,5,6,1.5,s11,s21,e11,e22,o13,4.74,3,-1.568362562,0
6650,1,7,15,2,s11,s21,e11,e22,o13,4.74,3,-1.047823351,1
6651,0,8,4,1.5,s11,s21,e12,e23,o12,3.58,3,-1.429698467,0
6651,1,5,14,2,s11,s21,e12,e23,o12,3.58,3,-1.382784104,1
6652,0,10,5,2,s11,s21,e13,e22,o13,5.08,3,-2.035119049,1
6652,1,7,16,2.75,s11,s21,e13,e22,o13,5.08,3,-2.72129967,0
6653,0,21,5,2,s11,s21,e13,e22,o11,10.26,3,-2.915549556,1
6653,1,17,16,3.5,s11,s21,e13,e22,o11,10.26,3,-3.767960473,0
6654,0,8,5,2,s11,s21,e12,e23,o11,3.46,3,-1.854569845,0
6654,1,5,15,2,s11,s21,e12,e23,o11,3.46,3,-1.704225018,1
6655,0,6,6,1.5,s11,s21,e12,e22,o13,3.09,3,-1.736131451,1
6655,1,5,15,2,s11,s21,e12,e22,o13,3.09,3,-1.878044668,0
6656,0,39,6,2,s11,s21,e13,e22,o12,16.62,3,-4.876209475,0
6656,1,28,12,4.25,s11,s21,e13,e22,o12,16.62,3,-4.518420732,1
6657,0,28,7,1.5,s12,s21,e12,e22,o11,17.21,1,-4.657328416,0
6657,1,24,17,4.25,s12,s21,e12,e22,o11,17.21,1,-4.452767586,1
6658,0,11,5,1.5,s12,s21,e12,e22,o11,5.39,1,-2.448259566,0
6658,1,7,13,2.75,s12,s21,e12,e22,o11,5.39,1,-1.618673915,1
6659,0,4,8,1.5,s12,s21,e12,e21,o13,2.09,1,-2.007987375,1
6659,1,3,17,2,s12,s21,e12,e21,o13,2.09,1,-2.043839945,0
6660,0,4,5,1.5,s11,s21,e12,e22,o11,2.01,3,-1.279677394,1
6660,1,3,15,2,s11,s21,e12,e22,o11,2.01,3,-1.933296855,0
6661,0,7,6,1.5,s12,s21,e12,e22,o13,3.41,1,-1.652325439,0
6661,1,5,14,2,s12,s21,e12,e22,o13,3.41,1,-1.560603665,1
6662,0,12,5,1.5,s11,s21,e11,e22,o11,5.74,3,-2.246795938,0
6662,1,8,18,2.75,s11,s21,e11,e22,o11,5.74,3,-1.764606722,1
6663,0,15,5,2,s11,s22,e11,e22,o13,6.81,2,-2.734725703,1
6663,1,10,14,2.75,s11,s22,e11,e22,o13,6.81,2,-3.13088647,0
6664,0,13,3,1.5,s13,s21,e11,e23,o11,6.35,3,-1.818717719,0
6664,1,10,15,2.75,s13,s21,e11,e23,o11,6.35,3,-1.405227947,1
6665,0,5,4,1.5,s12,s21,e12,e22,o13,2.66,1,-1.477914174,1
6665,1,4,16,2,s12,s21,e12,e22,o13,2.66,1,-2.166539707,0
6666,0,7,5,1.5,s12,s21,e11,e21,o11,4.71,1,-1.776107698,0
6666,1,6,13,2,s12,s21,e11,e21,o11,4.71,1,-0.918583723,1
6667,0,8,5,2,s12,s21,e11,e22,o12,3.95,1,-1.697580221,0
6667,1,6,13,2,s12,s21,e11,e22,o12,3.95,1,-1.078533229,1
6668,0,9,5,1.5,s13,s23,e11,e21,o13,2.95,3,-1.66065944,0
6668,1,4,18,2,s13,s23,e11,e21,o13,2.95,3,-1.616623202,1
6669,0,10,5,1.5,s12,s21,e12,e22,o12,5.18,1,-1.989025315,0
6669,1,7,14,2.75,s12,s21,e12,e22,o12,5.18,1,-1.821169445,1
6670,0,35,4,2,s12,s21,e11,e22,o14,18.38,1,-5.128698857,0
6670,1,29,12,4.25,s12,s21,e11,e22,o14,18.38,1,-3.704537752,1
6671,0,38,6,1.5,s12,s21,e13,e22,o14,15.94,1,-5.624960638,0
6671,1,24,17,4.25,s12,s21,e13,e22,o14,15.94,1,-5.219131665,1
6672,0,4,4,1.5,s12,s21,e11,e22,o13,2.54,1,-1.235138617,0
6672,1,4,18,2,s12,s21,e11,e22,o13,2.54,1,-1.221924365,1
6673,0,7,5,2,s12,s21,e12,e23,o13,2.6,1,-2.000158233,0
6673,1,4,13,2,s12,s21,e12,e23,o13,2.6,1,-1.348447511,1
6674,0,7,3,1.5,s12,s22,e12,e21,o13,4.37,1,-1.485987417,1
6674,1,6,19,2,s12,s22,e12,e21,o13,4.37,1,-2.460299459,0
6675,0,6,5,1.5,s11,s21,e12,e23,o12,2.67,3,-1.616148981,1
6675,1,4,17,2,s11,s21,e12,e23,o12,2.67,3,-1.880107253,0
6676,0,11,6,1.5,s11,s21,e13,e22,o13,5.5,2,-2.416353062,1
6676,1,8,14,2.75,s11,s21,e13,e22,o13,5.5,2,-3.757679269,0
6677,0,5,4,1.5,s12,s21,e13,e23,o13,2.49,1,-1.165041962,1
6677,1,4,13,2,s12,s21,e13,e23,o13,2.49,1,-1.828867641,0
6678,0,3,5,2,s11,s23,e11,e22,o13,2.25,2,-1.861647255,1
6678,1,4,13,2,s11,s23,e11,e22,o13,2.25,2,-1.908744632,0
6679,0,7,5,2,s12,s23,e11,e22,o11,2.69,1,-1.724346722,0
6679,1,4,14,2,s12,s23,e11,e22,o11,2.69,1,-0.783317784,1
6680,0,24,5,1.5,s11,s21,e12,e22,o13,10.93,3,-3.168937727,0
6680,1,16,10,3.5,s11,s21,e12,e22,o13,10.93,3,-2.13144433,1
6681,0,7,6,1.5,s12,s21,e12,e22,o11,4.28,2,-2.29083796,1
6681,1,7,17,2,s12,s21,e12,e22,o11,4.28,2,-4.085358359,0
6682,0,5,4,1.5,s12,s23,e12,e22,o11,2.99,3,-1.251203022,1
6682,1,4,16,2,s12,s23,e12,e22,o11,2.99,3,-2.166380679,0
6683,0,3,5,1.5,s12,s21,e11,e22,o13,2.41,2,-1.521062867,1
6683,1,4,15,2,s12,s21,e11,e22,o13,2.41,2,-2.348770627,0
6684,0,10,4,1.5,s12,s21,e13,e23,o13,7.22,1,-1.979482261,1
6684,1,12,13,2.75,s12,s21,e13,e23,o13,7.22,1,-2.889213287,0
6685,0,9,5,1.5,s11,s22,e12,e21,o12,4.21,2,-2.059014864,1
6685,1,6,15,2,s11,s22,e12,e21,o12,4.21,2,-3.518714351,0
6686,0,4,4,2,s12,s23,e12,e21,o13,2.49,1,-1.079413924,1
6686,1,4,12,2,s12,s23,e12,e21,o13,2.49,1,-1.317146139,0
6687,0,25,3,1.5,s11,s23,e12,e23,o12,13.4,2,-3.374596254,1
6687,1,21,14,3.5,s11,s23,e12,e23,o12,13.4,2,-5.042800396,0
6688,0,6,4,2,s11,s22,e13,e21,o11,2.51,3,-0.941502949,1
6688,1,3,12,2,s11,s22,e13,e21,o11,2.51,3,-1.557545804,0
6689,0,8,5,1.5,s11,s22,e13,e21,o14,3.28,2,-2.016210889,1
6689,1,5,18,2,s11,s22,e13,e21,o14,3.28,2,-4.528638907,0
6690,0,10,3,1.5,s11,s21,e11,e22,o14,3.52,2,-1.888384602,1
6690,1,5,16,2,s11,s21,e11,e22,o14,3.52,2,-2.879125645,0
6691,0,14,5,1.5,s12,s21,e12,e22,o13,7.92,1,-2.811383184,0
6691,1,12,15,2.75,s12,s21,e12,e22,o13,7.92,1,-2.752922142,1
6692,0,9,5,1.5,s12,s21,e11,e22,o13,4.72,1,-1.872378387,1
6692,1,8,18,2,s12,s21,e11,e22,o13,4.72,1,-1.881062896,0
6693,0,28,7,1.5,s11,s21,e11,e22,o13,16.69,3,-3.750492373,0
6693,1,24,14,4.25,s11,s21,e11,e22,o13,16.69,3,-2.946562956,1
6694,0,7,4,2,s12,s22,e13,e21,o13,2.74,1,-1.735713246,1
6694,1,4,18,2,s12,s22,e13,e21,o13,2.74,1,-2.781216435,0
6695,0,9,4,2,s12,s21,e13,e23,o13,5.07,1,-1.839265136,1
6695,1,7,17,2.75,s12,s21,e13,e23,o13,5.07,1,-2.375387689,0
6696,0,5,5,1.5,s12,s21,e11,e23,o12,2.08,1,-1.492801103,0
6696,1,3,16,2,s12,s21,e11,e23,o12,2.08,1,-0.882447508,1
6697,0,64,5,1.5,s12,s23,e13,e21,o13,30.56,1,-8.97004648,0
6697,1,43,14,6.5,s12,s23,e13,e21,o13,30.56,1,-7.017489796,1
6698,0,9,3,1.5,s12,s23,e12,e22,o11,5.69,1,-1.728219959,1
6698,1,8,17,2.75,s12,s23,e12,e22,o11,5.69,1,-2.379844627,0
6699,0,7,6,1.5,s11,s21,e13,e22,o13,4.27,3,-1.755269337,1
6699,1,7,16,2,s11,s21,e13,e22,o13,4.27,3,-2.605328255,0
6700,0,4,5,1.5,s12,s21,e11,e22,o11,2.48,1,-1.650023939,0
6700,1,4,15,2,s12,s21,e11,e22,o11,2.48,1,-0.911235072,1
6701,0,9,4,2,s11,s21,e11,e22,o13,4.54,3,-1.520787142,0
6701,1,6,16,2,s11,s21,e11,e22,o13,4.54,3,-1.342271578,1
6702,0,5,6,2,s11,s21,e11,e23,o13,2.3,3,-1.657855857,0
6702,1,3,14,2,s11,s21,e11,e23,o13,2.3,3,-0.521205612,1
6703,0,13,5,2,s11,s21,e12,e23,o13,6.75,3,-2.077987577,0
6703,1,10,15,2.75,s11,s21,e12,e23,o13,6.75,3,-1.979070257,1
6704,0,24,5,1.5,s11,s23,e12,e22,o13,8.33,2,-3.768992733,0
6704,1,12,12,2.75,s11,s23,e12,e22,o13,8.33,2,-3.216739739,1
6705,0,5,6,1.5,s12,s21,e11,e22,o14,3.61,1,-1.551954964,0
6705,1,5,13,2,s12,s21,e11,e22,o14,3.61,1,-0.672585387,1
6706,0,29,3,2,s11,s23,e11,e22,o13,11.41,2,-3.62380843,1
6706,1,17,13,3.5,s11,s23,e11,e22,o13,11.41,2,-3.630717052,0
6707,0,15,5,1.5,s11,s21,e11,e22,o13,8.65,3,-2.332358425,1
6707,1,13,17,2.75,s11,s21,e11,e22,o13,8.65,3,-2.382624841,0
6708,0,5,4,1.5,s11,s21,e12,e22,o11,2.69,3,-1.189548912,1
6708,1,4,13,2,s11,s21,e12,e22,o11,2.69,3,-1.543382051,0
6709,0,16,4,1.5,s11,s23,e11,e22,o12,7.08,2,-2.408288641,1
6709,1,10,17,2.75,s11,s23,e11,e22,o12,7.08,2,-3.318458756,0
6710,0,23,6,1.5,s11,s21,e13,e23,o13,11.11,3,-3.193466247,0
6710,1,17,13,3.5,s11,s21,e13,e23,o13,11.11,3,-3.098798852,1
6711,0,29,4,1.5,s12,s22,e12,e22,o13,14.96,1,-4.398660445,0
6711,1,26,14,3.5,s12,s22,e12,e22,o13,14.96,1,-4.328128261,1
6712,0,3,4,1.5,s12,s21,e11,e22,o12,2.75,1,-1.105076195,0
6712,1,4,13,2,s12,s21,e11,e22,o12,2.75,1,-0.527966108,1
6713,0,4,6,1.5,s11,s21,e11,e23,o12,2.04,3,-1.609821596,0
6713,1,3,13,2,s11,s21,e11,e23,o12,2.04,3,-0.279706358,1
6714,0,15,6,1.5,s11,s21,e12,e22,o13,8.04,3,-2.411115502,0
6714,1,11,12,2.75,s11,s21,e12,e22,o13,8.04,3,-2.131903408,1
6715,0,11,5,1.5,s11,s21,e12,e23,o13,4.55,3,-1.880710895,0
6715,1,7,14,2,s11,s21,e12,e23,o13,4.55,3,-1.627576339,1
6716,0,12,5,2,s12,s21,e11,e21,o11,7.1,1,-2.158518601,0
6716,1,10,17,2.75,s12,s21,e11,e21,o11,7.1,1,-1.849806625,1
6717,0,12,7,1.5,s12,s21,e11,e22,o11,4.52,1,-2.791485866,0
6717,1,7,15,2,s12,s21,e11,e22,o11,4.52,1,-1.166463807,1
6718,0,7,7,1.5,s12,s23,e11,e22,o13,2.42,1,-2.074096092,0
6718,1,3,15,2,s12,s23,e11,e22,o13,2.42,1,-0.759825101,1
6719,0,10,4,2,s12,s21,e12,e22,o14,4.76,1,-2.126672282,0
6719,1,8,12,2,s12,s21,e12,e22,o14,4.76,1,-1.363685718,1
6720,0,5,3,1.5,s12,s21,e12,e23,o13,2.01,1,-1.205936412,0
6720,1,3,14,2,s12,s21,e12,e23,o13,2.01,1,-1.153796223,1
6721,0,25,4,1.5,s11,s21,e12,e23,o13,13.84,3,-2.833795496,0
6721,1,18,12,3.5,s11,s21,e12,e23,o13,13.84,3,-2.394736425,1
6722,0,26,5,1.5,s12,s23,e12,e22,o13,11.65,1,-4.149762758,0
6722,1,16,14,3.5,s12,s23,e12,e22,o13,11.65,1,-2.971533179,1
6723,0,25,6,1.5,s12,s21,e11,e22,o14,15.48,2,-3.912477256,1
6723,1,24,15,4.25,s12,s21,e11,e22,o14,15.48,2,-4.509937033,0
6724,0,5,5,2,s11,s21,e11,e22,o13,2.82,3,-1.368550369,0
6724,1,4,14,2,s11,s21,e11,e22,o13,2.82,3,-0.586647236,1
6725,0,4,4,1.5,s11,s21,e13,e23,o13,2.32,3,-1.247357485,1
6725,1,3,18,2,s11,s21,e13,e23,o13,2.32,3,-2.416893396,0
6726,0,9,7,2,s13,s21,e13,e23,o11,4.49,3,-2.185507651,1
6726,1,6,15,2,s13,s21,e13,e23,o11,4.49,3,-2.273546594,0
6727,0,8,6,2,s11,s21,e11,e22,o12,4.02,3,-1.636280805,0
6727,1,6,11,2,s11,s21,e11,e22,o12,4.02,3,-0.671537414,1
6728,0,4,5,2,s11,s21,e12,e22,o12,2.18,3,-1.29716586,1
6728,1,3,17,2,s11,s21,e12,e22,o12,2.18,3,-1.96981287,0
6729,0,4,4,1.5,s11,s21,e11,e22,o13,2.22,3,-1.027058572,0
6729,1,3,11,2,s11,s21,e11,e22,o13,2.22,3,-0.28770292,1
6730,0,12,6,1.5,s12,s21,e11,e21,o11,6.67,2,-2.561694603,1
6730,1,10,17,2.75,s12,s21,e11,e21,o11,6.67,2,-3.780878614,0
6731,0,11,3,1.5,s12,s21,e11,e23,o11,5.87,1,-2.156760712,0
6731,1,9,13,2.75,s12,s21,e11,e23,o11,5.87,1,-1.062140267,1
6732,0,9,5,1.5,s12,s23,e13,e22,o13,3.3,1,-1.908802838,1
6732,1,4,15,2,s12,s23,e13,e22,o13,3.3,1,-1.986018255,0
6733,0,13,6,1.5,s11,s21,e11,e22,o13,4.9,3,-2.302025701,0
6733,1,7,17,2,s11,s21,e11,e22,o13,4.9,3,-1.542108746,1
6734,0,9,5,1.5,s12,s21,e11,e23,o13,5.33,1,-2.174058082,0
6734,1,8,17,2.75,s12,s21,e11,e23,o13,5.33,1,-1.501783869,1
6735,0,6,4,1.5,s12,s23,e12,e23,o12,2.41,2,-1.458952159,1
6735,1,3,15,2,s12,s23,e12,e23,o12,2.41,2,-3.469239614,0
6736,0,6,5,1.5,s12,s21,e12,e22,o12,2.1,1,-1.604525261,0
6736,1,3,14,2,s12,s21,e12,e22,o12,2.1,1,-1.477538653,1
6737,0,12,5,1.5,s11,s22,e12,e22,o13,5.48,2,-2.514012442,1
6737,1,8,16,2.75,s11,s22,e12,e22,o13,5.48,2,-3.970005365,0
6738,0,11,5,2,s11,s21,e12,e22,o12,5.01,3,-1.920818422,1
6738,1,8,16,2.75,s11,s21,e12,e22,o12,5.01,3,-2.230834078,0
6739,0,2,5,2,s12,s21,e13,e22,o14,2.07,1,-1.382222592,1
6739,1,3,14,2,s12,s21,e13,e22,o14,2.07,1,-1.798737336,0
6740,0,22,7,1.5,s11,s21,e12,e22,o12,12.12,3,-3.028623806,1
6740,1,19,17,3.5,s11,s21,e12,e22,o12,12.12,3,-3.612470976,0
6741,0,13,4,1.5,s12,s23,e11,e23,o12,6.18,1,-2.27898799,0
6741,1,9,16,2.75,s12,s23,e11,e23,o12,6.18,1,-1.582985412,1
6742,0,10,4,1.5,s12,s21,e11,e21,o14,4.7,1,-1.931717406,0
6742,1,7,16,2,s12,s21,e11,e21,o14,4.7,1,-1.738475906,1
6743,0,21,5,1.5,s11,s22,e11,e22,o11,8.57,2,-3.73509736,0
6743,1,12,16,2.75,s11,s22,e11,e22,o11,8.57,2,-3.511485423,1
6744,0,17,5,1.5,s11,s21,e12,e23,o13,7.37,3,-2.46172083,0
6744,1,10,16,2.75,s11,s21,e12,e23,o13,7.37,3,-2.275394492,1
6745,0,19,3,1.5,s12,s21,e12,e22,o13,7.51,1,-3.002668484,0
6745,1,11,15,2.75,s12,s21,e12,e22,o13,7.51,1,-2.329323327,1
6746,0,10,6,1.5,s12,s23,e13,e23,o13,4.58,1,-1.928405842,1
6746,1,6,15,2,s12,s23,e13,e23,o13,4.58,1,-2.029739454,0
6747,0,5,7,1.5,s12,s21,e12,e22,o12,3.03,1,-1.789419998,0
6747,1,4,16,2,s12,s21,e12,e22,o12,3.03,1,-1.593857376,1
6748,0,17,4,1.5,s12,s21,e11,e22,o12,7.6,1,-2.790796093,0
6748,1,13,16,2.75,s12,s21,e11,e22,o12,7.6,1,-2.355685078,1
6749,0,6,6,1.5,s13,s21,e12,e22,o14,2.53,3,-1.463288571,1
6749,1,4,15,2,s13,s21,e12,e22,o14,2.53,3,-1.687059178,0
6750,0,10,4,1.5,s12,s22,e13,e22,o13,5.48,1,-1.992212318,1
6750,1,8,13,2.75,s12,s22,e13,e22,o13,5.48,1,-2.750644084,0
6751,0,7,5,1.5,s12,s21,e11,e22,o12,2.79,1,-1.653177495,0
6751,1,4,16,2,s12,s21,e11,e22,o12,2.79,1,-1.120615015,1
6752,0,7,7,1.5,s11,s21,e11,e22,o13,3.07,3,-2.244030684,0
6752,1,4,14,2,s11,s21,e11,e22,o13,3.07,3,-0.956676667,1
6753,0,20,3,1.5,s11,s21,e11,e23,o13,11.72,3,-2.740914883,0
6753,1,15,12,3.5,s11,s21,e11,e23,o13,11.72,3,-1.607264667,1
6754,0,18,5,1.5,s11,s23,e11,e22,o11,8.35,2,-3.013502277,1
6754,1,13,17,2.75,s11,s23,e11,e22,o11,8.35,2,-3.929182486,0
6755,0,5,6,1.5,s12,s21,e12,e22,o13,2.48,1,-1.633583641,0
6755,1,3,16,2,s12,s21,e12,e22,o13,2.48,1,-1.626354556,1
6756,0,6,6,1.5,s12,s23,e11,e22,o13,3.3,1,-1.66104886,0
6756,1,5,16,2,s12,s23,e11,e22,o13,3.3,1,-1.026431043,1
6757,0,4,5,2,s11,s21,e13,e23,o13,2.69,3,-1.319254599,1
6757,1,4,16,2,s11,s21,e13,e23,o13,2.69,3,-1.865092483,0
6758,0,29,5,1.5,s11,s23,e13,e21,o11,13.73,2,-4.264992797,1
6758,1,19,13,3.5,s11,s23,e13,e21,o11,13.73,2,-4.987100532,0
6759,0,5,5,1.5,s11,s23,e11,e21,o13,2.08,2,-1.863544646,1
6759,1,3,14,2,s11,s23,e11,e21,o13,2.08,2,-2.337878957,0
6760,0,4,5,1.5,s12,s21,e12,e22,o12,2.26,1,-1.661520996,1
6760,1,4,19,2,s12,s21,e12,e22,o12,2.26,1,-2.055204784,0
6761,0,11,4,1.5,s11,s23,e11,e22,o13,4.41,2,-2.354403817,1
6761,1,7,16,2,s11,s23,e11,e22,o13,4.41,2,-3.117411235,0
6762,0,6,6,1.5,s11,s23,e12,e21,o11,3.16,2,-1.799167998,1
6762,1,4,15,2,s11,s23,e12,e21,o11,3.16,2,-3.612006066,0
6763,0,6,5,2,s11,s21,e12,e22,o13,2.67,3,-1.726255227,0
6763,1,3,13,2,s11,s21,e12,e22,o13,2.67,3,-1.579732938,1
6764,0,15,4,1.5,s12,s21,e11,e22,o14,7.82,1,-2.340871782,0
6764,1,9,17,2.75,s12,s21,e11,e22,o14,7.82,1,-1.885784746,1
6765,0,10,6,1.5,s12,s21,e11,e22,o13,4.91,1,-2.351592475,0
6765,1,8,17,2,s12,s21,e11,e22,o13,4.91,1,-1.693772078,1
6766,0,21,5,1.5,s11,s21,e12,e22,o12,10.25,3,-3.181812572,0
6766,1,14,16,3.5,s11,s21,e12,e22,o12,10.25,3,-2.979245876,1
6767,0,38,5,1.5,s11,s21,e12,e22,o12,20.38,3,-4.645789733,1
6767,1,32,14,5,s11,s21,e12,e22,o12,20.38,3,-4.647455819,0
6768,0,4,5,2,s11,s23,e12,e21,o11,2.42,2,-1.927150483,1
6768,1,4,15,2,s11,s23,e12,e21,o11,2.42,2,-3.426140569,0
6769,0,13,4,1.5,s11,s21,e12,e22,o11,5.81,3,-2.042610522,0
6769,1,9,13,2.75,s11,s21,e12,e22,o11,5.81,3,-1.881218711,1
